,Unnamed: 0,Emotion,Sentence
32,750,Sadness,nhưng tao đéo có crush
33,225,Other,"từ nay ho , thì phải kiếm chỗ nào nằm tạm"
34,1913,Surprise,tao đéo ngờ được đây là trường tao : ) ) ) )
35,1611,Enjoyment,yêu nghề thực_sự
36,714,Other,: ) ) ) ra thấy nó xấu chó thì lại về chặn số à
37,156,Disgust,này là xạo chó chứ nguyên giá gì . kinh_doanh là phải lừa_lọc ... lừa giỏi diễn_đạt thì giàu
38,1885,Disgust,ý_thức con ruồi là chủ_yếu .. thì ngập rác là chuyện đương_nhiên .
39,493,Enjoyment,phim hay thật nhưng cái kết hơi khó hiểu : v chốt lại là đáng đồng_tiền_bát_gạo : v
40,1575,Anger,trời đụ thằng con trời_đánh
41,1809,Disgust,"má , chơi dị ai chơi lại , mấy ba"
42,20,Disgust,bọn biến_thái
43,329,Other,nào thức_tỉnh đi các bạn ơi 
44,474,Enjoyment,chắc_chắn bố của bạn này là một người vui_tính chứ không phải khó_tính . khiếu khôi_hài bạn ấy ảnh_hưởng từ bố .
45,226,Enjoyment,chất_lượng âm_thanh bản này hình_như nghe hay hơn bản_gốc hồi mấy năm trước nhiều < 3
46,539,Sadness,mặt chúng_bạn kiểu lại đéo được trả tiền rồi 
47,1437,Enjoyment,"mình chưa từng thấy phim nào ý_nghĩa như phim này cả , nó dạy cho ta về nhiều mặt trong cuộc_sống , khi vui , khi buồn"
48,1104,Sadness,nhìn thôi cũng đau_lòng : ) )
49,260,Anger,"xem cái con cặc gì , tắt đi"
50,1798,Surprise,sao có dầu ăn_ở đây nhỉ ?
51,22,Anger,"dưới nước không nhìn được , kiểu gì chả có đứa sờ mông sờ .... dcm súc_vật : )"
52,347,Fear,tao rất sợ mất đứa tỏ ra như_thế
53,1100,Enjoyment,per ơi .... anh muốn anh và nó sẽ bảo_vệ đời em 
54,874,Other,tao cũng thế_mà ba tao vứt hết mẹ rồi
55,1819,Disgust,đến cái camera nó cũng hắt_hủi mày : ) ) ) chớt đi chứ sống nàm gì nữa
56,353,Fear,hú_hồn cái lồn còn nguyên : )
57,111,Other,vẫn thắc_mắc tại_sao trước mình thi vào 10 lại dễ thế
58,1661,Disgust,có_vẻ người_dân hơi mê_tín quá 
59,844,Enjoyment,"mình trả hùa , mình vẫn đỗ nhắn_tin"
60,1697,Sadness,tôi còn chẳng lấy ảnh lớp cho nữa
61,1350,Enjoyment,per sáng_mai kiểu gì cũng về tới nhà : ) )
62,1513,Anger,đợt trước con_em tao đi học cũng bị con kia hăm đòi đánh . tao lên tận trường kêu nó ra bảo mày muốn đánh tao cho tụi mày đánh đó . học_sinh mà bố_láo
63,1025,Sadness,tôi cũng muốn được cảm_thấy như_vậy ? ?
64,1177,Enjoyment,xăm chữ trái và phải lên mu bàn_tay ... hy_vọng là mày vẫn biết phâ biệt mặt_chữ : ) )
65,189,Other,sang năm quyêt định đi ngủ cho đỡ mỏi_mắt
66,232,Disgust,khi nào vụ này kết_thúc thì mình uống cf trung_nguyên trở_lại . sợ làm_giàu cho cô per lắm .
67,1399,Sadness,đến năm cuối đại_học rồi lúc nhớ lại đéo có gì : ) )
68,648,Enjoyment,t chắc bỏ nhà ra đi khi ở với bố_mẹ kiểu này quá . vẫn may bố_mẹ tao không hề giống này tí nào
69,157,Fear,đứa con gái nào mà đề_nghị là biết bị ma nhập mà né nha mấy cha
70,157,Disgust,"đéo phải ai cũng được đặt tên cho 1 "" thuật bán hàng "" trong kinh_doanh đâu . chấm_hết"
71,195,Anger,per mấy con đĩ lồn cục_súc ... dòng thứ quỷ yêu đel làm gì cũng rượt cho sấp_mặt luôn
72,648,Other,hình_như bồ tao cũng tập gym 
73,95,Fear,"lúc trước chạy xe_đạp đi ngang qua đàn vịt có mấy con ngỗng lẫn trong đó . thế_là dume tụi nó rượt tao vừa chạy vừa la cái thứ âm_thanh nghe "" ứ ứ "" "" hiếp em đi "" làm tao sợ tụt lol : ) )"
74,1257,Sadness,"tên của tao nghe rất bình thương , không có gì đặc_sắc nên nhiều khi nghĩ cùng buồn tẹo ."
75,598,Enjoyment,thích : ) ) ) ) đi làm vui hay không là có đồng_nghiệp tốt đừng chơi_xấu mình là được : ) )
76,1392,Enjoyment,per xem đi mày sẽ sướng thi nhìn con nhện bị giết 
77,601,Sadness,chạm đáy nỗi đau 
78,821,Other,thế ông bác_sĩ đó bây_giờ còn sống không 
79,1376,Sadness, đó sẽ là những kỉ_niệm thật đẹp
80,283,Fear,"per chưa bị rượt mà đọc bình_luận thấy sợ quá , chắc tao sợ chó không là gì với con này : )"
81,245,Fear,"bắt_cóc như_chơi đó mậy , be careful"
82,1669,Enjoyment,đảng ta bao_dung thật < 3
83,1461,Sadness,rất tiếc em vẫn chưa gặp được anh : ( ( ( (
84,127,Fear,đái mẹ ra quần ? ?
85,604,Other,có ai không nghe thấy nói gì mà toàn xem hình người con gái ấy không 
86,336,Enjoyment,đẹp_trai ghê : ) )
87,781,Disgust,dụ đấy ... đừng tin
88,119,Other,tán cây hình trái_tim thì phải
89,1696,Anger,làm_việc vất_vả mới được miếng ăn mà chúng_nó khốn_nạn thật
90,654,Enjoyment,dể thương quá ah
91,1935,Anger,tốt nhất không miễn_phí cho những thể_loại người như_vậy . nhắc nhỉ thẳng_thắn
92,1688,Enjoyment,gần thôi : ) ) ) giờ nhìn lại đề thi và không hiểu sao mình ra trường được : ) ) )
93,638,Disgust,những đứa như_vậy quá hèn
94,1928,Enjoyment,hồi xưa làm fanpage được gạ kèo 7 triệu nhưng nhất_quyết không bán . cảm_thấy quyết_định đúng_đắn nhất trong đời
95,319,Other,per lúc xưa toàn nấu bằng bếp nay
96,1074,Enjoyment,per luôn yêu_đời và luôn yêu công_việc em nhé
97,1761,Disgust,"ngày_trước thì đòi dấn_thân vào showbiz , giờ lại đòi lấy chồng đại_gia , đâu ra lắm thế"
98,1381,Enjoyment,"phim này coi lâu lắm ùi , mà mỗi năm phải coi lại 1 - 2 lần mới đủ , thực_sự cực_kì hay và sâu_sắc , nhạc phim hay mà diễn cũng rất nhập nữa , amir khan đỉnh nhất ^ . ^ /"
99,418,Enjoyment,"đần mặt ra nhìn nó y_như con ngu , còn cười theo nó nữa , xong bị nó phát_hiện ."
100,1417,Sadness,bà tôi giờ mất mấy năm rồi giờ lớn lên rồi mà chả tặng được bà món quà nào cả 
101,137,Disgust,hãm lồn là khi mình đéo ra gì còn đi nói người khác 來
102,1893,Disgust,"ý_thức như lol vậy ai cũng như mày thì máy_bay quá_tải dẫn tới chết_chùm , ý_thức như lol vậy mà còn đăng lên"
103,855,Disgust,ai chửi admin ngu chứng_tỏ eq thấp tệ
104,1355,Enjoyment,nấu mì 2 tôm là vô_địch
105,496,Enjoyment,mấy anh thiệt là nóng_bỏng ! !
106,65,Fear,qua chạy xe nẹt nẹt bốc đầu bố ai dám dô
107,848,Other,chia se cho ai thích thể_hiện nè
108,596,Other,em mày cách mày bao_nhiêu tuổi ?
109,43,Enjoyment,thật chứ thấy bạn nam kia cứu con chó không cần nhìn mặt cũng biết đẹp_trai rồi 
110,1428,Sadness,đó là những câu_chuyện buồn mà : ( (
111,1062,Enjoyment,"diễn còn cứng quá à , kiểu biết rồi mà_còn giả_bộ bất_ngờ : ) )"
112,1813,Enjoyment,làm người khác thoả_mãn bằng mùi hương của chính bản_thân
113,917,Disgust,dkm xấu mặt những thằng tập gym vkl tao đéo hiểu sao thằng này nó lại thích đi đường tiểu_ngạch là sao
114,897,Enjoyment,"chỉ cần cho em nó 1 điểm_tựa , em nó sẽ không ngán cả thế_giới : ) )"
115,1119,Enjoyment,per một lần thôi không có lần thứ hai đâu 
116,779,Enjoyment,con đường này chắc dành cho mấy người như tôi
117,669,Anger,đã bị đuổi 1 lần . đéo lgi cũng bị dí
118,1371,Enjoyment,lựa_chọn cách_thức tuyển như_thế_nào thì tốt quá rồi
119,584,Anger,lùi về sau 3 bước_đi . ngứa cả con mắt
120,580,Sadness,tội bà vợ
121,1527,Enjoyment,đẳng_cấp : ) )
122,549,Other,"nhìn mặt ổng nhẫn nhìn kìa : ) ) tao chờ sen tao ra thôi , lúc đó tao tung_hê hết "
123,1553,Enjoyment,dễ_thương 
124,1662,Enjoyment,"đỉnh rồi , hiệu_ứng tốt : ) ) ) ấn_tượng vãi _ chưởng luôn"
125,552,Anger,ko có biển cấm dừng đỗ nhưng đỗ thò đầu ở ngã 3 kia là rất bố_láo .
126,161,Other,khi mày tắt điện_thoại một buổi sáng và tao nhảy tưng_tưng lên : )
127,1375,Sadness,vèo cái đã 7 năm 
128,553,Sadness,đm ngồi chờ đã rồi các tổng_đài_viên đều bận 
129,473,Disgust,nó đòi mượn áo thôi mà . thằng này kỳ ...
130,455,Sadness,cả ngàn tin nhắn không đổi lại được 1 lần xem : ( (
131,1594,Sadness,đúng là tốt quá lai thành lạm_dụng 
132,84,Fear,"t cũng thế . đang ngồi chơi với con , vợ nó đắp mặt_nạ lù_lù bước vào . xém đái trog quần ? ? ? ? ? ?"
133,516,Other,cũng là 1 mạng người nên các cụ đừng phũ mồm chửi người ta . mong anh ấy sớm siêu_thoát . a di đà phật ! ! !
134,446,Enjoyment,đây gọi là_nghiệp vật
135,835,Other,có khi không biết thế_nào là tự_ái đâu : ) ) )
136,677,Enjoyment,cho thơm miếng nào yêu quá cơ
137,1758,Disgust,liên_quan gì tới mày . mời đám_cưới chắc gì mày đã đi . hỏi hỏi con cặc
138,55,Enjoyment,"thích cái câu "" em không yêu anh nữa "" "
139,199,Other,cho tao hỏi lúa nó dính mưa vầy ròi thì làm được gì không .
140,662,Enjoyment,nghe bạn này nói dễ_thương zị
141,526,Enjoyment,"làm ca nào không quan_trọng , quan_trọng là có đồng_bọn bảo yến nguyễn_hạnh 藍藍藍"
142,761,Other,đỗ ngay góc cua thế có ngày sứt mõm ? ?
143,590,Disgust,phát ngán .
144,427,Enjoyment,em ý cute vãi !
145,1812,Disgust,per về nhà mà thể_hiện
146,1372,Enjoyment,đúng . a có tầm nhìn . tâm nữa . mình biết
147,1872,Other,củ cà_rốt thôi mà cái mẹt đã vây nếu là miếng thịt thì không bít mẹt ra sao nhể 
148,357,Enjoyment,cái miệng nói_chuyện không có người phụ_nữ nào có trời_ơi thật là có duyên khiếp quá đi thôi
149,152,Enjoyment,tuyệt_vời quá cần nhiều tấm lòng tốt hơn nua thật là ý_nghĩa
150,617,Anger,đi đâu cũng gặp mấy cái thứ
151,145,Fear,per sao bố lại đủ bình_tĩnh để xem hết cái trailer này nhỉ . _ . sợ vãi
152,1943,Surprise,sao mà đỉnh dữ vậy trời
153,167,Disgust,"hai thằng đó sẽ .. nhau , cô về nhà nằm_mơ típ đi cô bé"
154,1073,Sadness,thương .. hy_vọng sớm có người cưu_mang bé
155,490,Sadness,"mức thu cao nhất - đồng_ý vì số_liệu nó thể_hiện như_vậy , chứ còn hiệu_quả thì mình không biết đúng không  mỗi lần vô vcb là hiểu phải đợi mỏi_mòn , không như những nh khác"
156,465,Enjoyment,cần lắm nhiều vụ ly_hôn như_thế 藍藍
157,587,Enjoyment,"sời , lừa làm_sao được tao : ) )"
158,1371,Sadness,"có bao_nhiêu đôi ngôn tình , cớ_sao lìa xa mình ta : ( ("
159,447,Sadness,đây là một câu_chuyện buồn không_chỉ riêng tao
160,1733,Enjoyment,con gái tao thì suốt ngày hêy siri bắt_chước mẹ 
161,104,Enjoyment,chạy ios cho máu 
162,1588,Enjoyment,khâm_phục ! ! ! quá khâm_phục ! ! !
163,801,Sadness,per dạo này béo quá rùi : (
164,872,Enjoyment,mau khoẻ nhé : d
165,435,Enjoyment,"quá đơn rản , bạn thân_yêu ơi ,"
166,398,Fear,tao học nhân_sự đây còn đang lo thất_nghiệp đây này
167,1196,Enjoyment,cắt cả thắt_lưng da của bố để làm ná 
168,628,Enjoyment,per hẹn xem phim này nữa nha mày 
169,1885,Surprise,per vẫn là con_mẻ . nay hàng_họ to quá ; ) ) ) )
170,1022,Enjoyment,"đỡ mua 5k tiền sổ rồi , kaka"
171,1605,Surprise,tinh_trùng đâu lắm thế
172,190,Enjoyment,"per giỏi phết đấy mỗi_tội nghịch thôi , được cái làm từ_thiện nhiều ."
173,886,Enjoyment,ngọt sớt : ) ) )
174,1252,Enjoyment,tuổi_thơ mình lớp 4 đã cảm nắng 1 anh_chàng từ 1 viên phấn vôi .
175,993,Disgust,nhìn cái bản_mặt bà ta mà ghét thay . tham vô_độ . dân mình nhiều nhà dăn ba tỉ còn khó ....
176,186,Enjoyment,câu hỏi thú_vị 
177,891,Sadness,"cô ấy rất tốt , nhưng tôi biết thứ nào tốt đều không dành cho mình"
178,983,Disgust,đm xem mãi quay lưng đi chửa được bước lại dừng : ) )
179,998,Other,không gì hơn ngoài tình thân
180,886,Disgust,"lạ_lùng nhỉ , cưỡng_hôn trong thang_máy thì phạt có 200k coi_thường phụ_nữ , bây_giờ phạt 10 triệu vì đàn lợn chết ( ? ? ? )"
181,1311,Disgust,thật_ra nhiều lúc bị bố_mẹ chửi không hiểu vì lí_do gì và những câu chửi ấy có những từ không chấp_nhận nổi
182,1116,Sadness,"cay mắt lắm , mà nhìn nó lại nhớ nhiều kỉ_niệm"
183,331,Other,per giảm_tốc ở bình_dương tuổi gì với cái này .
184,876,Enjoyment,per cười tức bụng nà vợ 
185,1908,Sadness,"wtf , tao đã làm gì sai ☹️☹️☹️"
186,250,Fear,tao không sợ đi làm mệt_mỏi tao chỉ sợ không có niềm vui với nó
187,720,Other,lúc nó điên lên nó chã triệu_hồi cả nhà mày ra ấy chứ nhổn
188,230,Disgust,còn không đụng vào được tóc của sai mà tự_xưng vô_địch
189,467,Other,mất niềm tin vào đàn_ông chứ chưa từng mất niềm tin vào tình_yêu ;
190,1233,Anger,"bọn có tí quan_hệ hay thích khoe , ngay chị gì quận phó quận x còn gọi cả công_an , chủ_tịch phường ra để dằn_mặt dân ? ?"
191,205,Enjoyment,"uống hết bia rồi mới về , "
192,70,Enjoyment,anh thứ 2 cute thế = ) ) )
193,1267,Other,hơi lạ nhỉ phải nhắn lại cho khách chứ grab thế_này bị huỷ chuyến làm_sao
194,725,Enjoyment,chú nghĩ cháu rất giỏi văn và là người có suy_nghĩ trưởng_thành rồi  rất đáng yêu và tếu giống mấy con giặc nhà chú ❤️
195,1519,Anger,đám người_lớn văn_hoá lùn đẻ ra một đám trẻ vô_học . bọn mất_dạy này là nhà dột từ nóc ấy mà . nên đuổi học cho lũ ngu học ấy về để nhà tiếp_nối sự vô_học của gia_đình chúng_nó
196,818,Disgust,chủ_tịch giả làm_ăn xin và cái kết . đừng bao_giờ coi_thường người nghèo
197,1382,Sadness,có ai chỉ tự yêu bản_thân như tôi không : (
198,179,Enjoyment,không khoe thì không sao . khoe ra mai lại còn cái gốc ... haha 
199,949,Enjoyment,nhiệt_tình + ngu_dốt là phải trả_giá bằng tiền_mặt 
200,805,Disgust,valentine là lễ tình_yêu không phải ngày động_dục . hãy vì một valentine lành_mạnh đi các bạn trẻ 
201,252,Enjoyment,thấy anh đấy làm tùm_lum mà con nhện vẫn đứng im là tao biết có chiêu rồi . định gạt anh ak
202,1065,Other,có tí rượu vào nhìn đâu cũng thấy mồi nhìn gì cũng ăn được
203,1171,Sadness,chết luôn .. tình_yêu không phân_biệt . giới_tính .. tình_yêu ơi là tình_yêu .. tao đau_khổ vì mày lắm rồi ...
204,1423,Sadness,tôi cùng hoàn_cảnh với bạn má tôi củng bệnh và từng ngày từng ngày tôi bên má tôi sợ giây_phút má bỏ tôi ra đi và ngày đó củng đến ai còn mẹ hảy quí từng giây từng khắc bên mẹ
205,394,Fear,"có mà bữa chạy ngược chiều trên qlo 1a tại có hẻm nhỏ để quẹo tắt , chưa kịp quẹo bị 6 anh csgt + 1 xe bắt xe tấp vô chặn đầu xe , hoảng_hồn cmnl ."
206,401,Other,ếch chết tại miệng
207,1397,Sadness,"gần 2 năm đến sớm nhất để mở_cửa lớp , lúc về cũng là người là sau_cùng để khoá cửa . đến giờ ra trường được 3 năm vẫn không muốn vứt chìa_khoá của lớp ..."
208,759,Other,tốt nhất là cần công_khai minh_bạch là tốt hơn
209,230,Enjoyment,chắc mình là thánh nguy_hiểm
210,672,Sadness,mong bé sớm được mua lại
211,1538,Disgust,nhiều tiền để làm gì ..... đạo_đức xã_hội thế_này thì đi học đâm_chém chứ học chữ làm gì nữa 
212,1647,Surprise,má đớp chanh hùi_hụi thế kia_mà mặt không nhăn à
213,1936,Surprise,thanh_niên trả_thù đời bằng cách này hả ?
214,900,Disgust,bán hàng onl riết bán luôn não rồi 
215,250,Enjoyment,per nhớ cái bếp huyền_thoại của 2 đứa mình he
216,765,Disgust,nam chính đẹp . nữ chính hơi già . nếu nữ chính là 1 diển viên dể thương thì xem hay hơn nhiều
217,1838,Surprise,chuyển cảnh nhanh quá làm tao theo không kịp luôn á
218,684,Disgust,thật ý_nghĩa và hạnh phục cho 2 người họ . nhưng đâu_đó trong tao vẫn thấy cái gì đó nó tởm lợn vê lờ 樂樂樂
219,1385,Disgust,cu ̃ người it xa ̀ mày lă ́ mày ..
220,743,Disgust,ai cũng kiếm_ăn thui ... hy vong qua video nay mọi ngươi sống có ý_thức hơn ... đưng xem đồng_tiền của minh to quá
221,1120,Enjoyment,"chửi vậy cũng bình_thường mà mọi người cứ làm quá . mẹ tao cũng suốt ngày chửi tao , tao thấy vui mà ."
222,825,Other,"t đề_nghị tụi mày trả cái đĩa_bay cho con_bé đi nghe , tới ca mà vào điều_tra thì tụi mày mệt : ) )"
223,415,Other,thế nên thổ_lộ trực_tiếp vẫn hơn là tin nhắn .
224,813,Enjoyment,từ lúc có vợ nhiều váy mặc để quay video hẳn : ) ) ) ) ) )
225,1192,Disgust,người việt_nam mãi_mãi cũng chỉ là bọn hạ_cấp so với nước_ngoài vì ý_thức như lol có 100 năm sau thì ý_thức vẫn đel bằng
226,1682,Disgust,ừ nhìn rợn thật = ] ] ] ]
227,707,Fear,"đuma tao đang ở đấy nè , vừa đi vừa ôm túi sợ cướp : ( ("
228,1823,Surprise,phát_hiện mới ! ! !
229,589,Sadness,"ai cũng chỉ muốn cho con tất_cả nhưng vì được không có mà thôi , có con thì mới biết lòng cha_mẹ"
230,838,Enjoyment,moẹ ! nghe cái tên đã hấp con_mẹ nó dẫn lắm rồi_đây này ! đjln ? ? ? ? ? ?
231,1265,Enjoyment,per không bao_giờ quên được hihi
232,945,Disgust,nói câu trước đá câu sau vẫn là sai bét đúng không cả nhà
233,1012,Disgust,ngu người
234,370,Fear,nói xong còn chả dám ăn nữa 
235,21,Fear,cứu tao : ( ( tao sợ rắn
236,689,Enjoyment,t thấy tội_nghiệp thằng cải
237,428,Other,anh yêu đứa bướng lắm vì mỗi lần em bướng là anh treo em lên sàn nhà đập mát_tay
238,673,Sadness,chỉ mới hỏi về người khác giới cái là bị gán là thích bạn đó luôn mí sợ : (
239,76,Fear,tối mà tắt đèn gặp_mặt nó với cặp mắt nó là tao còn sợ hơn thấy ma
240,1111,Enjoyment,công_nhận chữ đẹp . 蠟
241,1910,Enjoyment,áo_phông dễ_thương quá anh ơiiii
242,622,Sadness,còn nhiều người có cuộc_sống khốn_khổ hơn ta : )
243,828,Other,mèo nhà em thì cho tiền cũng không ra khỏi cửa
244,1410,Disgust,đào đúng chó cậy chủ = ) ) )
245,1127,Sadness,: v crush có người_yêu rồi
246,1457,Enjoyment,cái con đồ_chơi đó mua ở đâu nhỉ . cười đéo nhặt được mồm . 
247,352,Other,nghĩ_lại ngày_xưa cũng như 2 đứa nhỏ ? ?
248,464,Anger,hôm_nay quên vào đọc bình_luận trước ! ! tính xem con nhện nước bạn khác nhện nước mình như_thế_nào ! ai_ngờ đâu khác xa quá ! ! d mày mày adm ơi làm hết_hồn ! !
249,791,Enjoyment,má cười ỉa luônn
250,675,Other,1 năm lật tàu trật đường_ray của vận_tải đường_sắt việt_nam !
251,1344,Sadness,"mày làm tao nhớ em_gái ghê , mai sinh_nhật con_bé rồi mà tao đang đi làm xa nhà , không về được .......... "
252,1762,Other,cái câu liếm củi chỏ sao sai được nhỉ
253,513,Anger,chỉ cần nghĩ tới cảnh đó là máu kinh sôi trào như núi_lửa 
254,664,Sadness,tư ̀ hô ̀ i ba ̣ n â ́ y chuyê ̉ n trươ ̀ người thi ̀ chă ̉ người co ̀ n ai đô ́ i xư ̉ tô ́ tao vơ ́ i tao như vâ ̣ y nư ̃ anh . : (
255,1890,Enjoyment,đợi chúng_nó đang ăn lấy xe cứu_hoả phun nước ôi tao hình_dung ra cảnh đó thật tuyệt
256,546,Sadness,đã check in thành_công và mãi vẫn chưa gặp được người ấy là ai : ( (
257,595,Other,đôi_khi thích nói_chuyện chỉ vì nói_chuyện hợp và vì thích nói_chuyện chứ thật_ra chả phải yêu_đương hay thích kiểu trai_gái gì
258,295,Fear,"mình thấy sợ mấy con rắn quá_trời , mà cái gì mình sợ là mình hay muốn tiêu_diệt - ) )"
259,15,Disgust,hút ít thôi và hãy chích nhiều hơn 
260,505,Sadness,"em cũng như con chó thôi , nếu anh đủ kiên_nhẫn thì mọi chuyện đã khác rồi "
261,755,Disgust,per khi trong người khó_ở thì nên vào đây . động_lực để nôn
262,221,Fear,ê tao đi nhật chưa được 1 năm mà xem video này làm tao_loạn ngôn_ngữ ghê . thỉnh_thoảng phải dừng video ngẫm câu nó nói nghĩa gì
263,109,Other,"về thôi , nghỉ_ngơi rồi nở_rộ tiếp"
264,1565,Enjoyment,ông mặt_trời dễ_thương hha
265,38,Other,vậy nên cứ lờ đi mà sống tiếp
266,173,Other,vậy vài bửa trời nắng mình không mang quần nằm dưới nắng cho nó nở ra : ) )
267,153,Enjoyment,những cử_chỉ đẹp làm từ_thiện cho người nghèo hay thiếu đến lấy thừa đi đến cho
268,1522,Enjoyment,ý_tưởng hay 
269,662,Other,cả thế_giới thấy hay trừ tao
270,172,Disgust,toàn mấy con lợn ký_gửi với xách tay thì đợi đấy mà xếp_hạng : ) )
271,834,Other,nhanh vãi mới thấy xong
272,346,Fear,sợ quá đi
273,297,Other,tao đây chứ còn ai
274,801,Other,bằng củi thì tao nấu suốt cho tới tận bây_giờ còn bằng rơm thì chưa từng : v
275,852,Enjoyment,thấy dòng này quen_quen . thấy đọc bình_luận của ai á . haha . buồn_cười 藍_藍_藍
276,397,Enjoyment,tuy chưa viết hết nhưng tao người khác sẽ hiểu là viết cái gì
277,340,Other,làm ở đâu cũng vậy cũng có đầy_rẫy những khó_khăn nhưng trọng hơn là làm cùng những đồng_nghiệp như_thế_nào
278,1624,Enjoyment,không nha cậu : ) mình đi bình_thường nha = ) )
279,202,Other,bác không ở lại làm tô phở đã 
280,1894,Enjoyment,per tao thấy mấy ảnh thật đẹp_trai
281,476,Disgust,do mày ngu đéo ghi chỗ khác : ) )
282,384,Enjoyment,"phàm việc quan_trọng trong thiên_hạ , cứ về hỏi_vợ , vợ nói sao cứ làm ngược_lại chắc chắc sẽ đúng !"
283,869,Disgust,à ra là ngứa_mắt vì người ta đỗ ô_tô mà không phải trả tiền . khi nào người ta mất tiền mới hài_lòng .
284,1819,Surprise,cái toilet hay nhỉ vào đấy được thoải_mái nhìn nhau mà trò_chuyện trong lúc ị ... : )
285,61,Enjoyment,dễ_thương ha
286,1320,Sadness,chia buồn cùng_khổ chủ
287,219,Other,cao_su đó khai thắc làm_sao có mủ
288,1730,Disgust,sao mà có nhiều người ngu quá . đậu xe xát đường_ray xe_lửa . còn mấy thg bình_luận cũng ngu theo xe_lửa chạy theo đường_ray mà kêu nó bẻ_lái qua chúc xíu . bẻ đi đâu được mà bẻ
289,1093,Disgust,cháu xl ông trước . cháu cũng không có í gì chê_bai đâu ạ . nhưng cháu nhìn móng dài bẩn quá . đang ăn mà cháu cũng run_run .
290,77,Enjoyment,giờ cứ thành_lập các tổ an_ninh . bắt được bao_nhiêu . chiên free cho các tiệm bia hết là bao tuyệt_chủng 
291,279,Enjoyment,cay và đắng nghe mấy ông lớn_tuổi toàn kêu thế thôi
292,1789,Disgust,"làm video thì ăn_bớt chắp chắp như heo lại , đang coi nghe ăn phát mất con_mẹ nó hứng , vô_duyên"
293,1058,Sadness,cha_mẹ tao còn cãi_lộn nhau vì không biết ngày_sinh tháng sinh của tao là dương hay âm 
294,1931,Disgust,người ta đã phải bỏ tiền . bỏ sức ra mới có bữa cơm từ_thiện nv mà_còn có những người vô_ý_thức như_vậy
295,1798,Enjoyment,oaaaaaaa ...... thực_sự rất tạo động_lực và niềm tin cho người khác đó < 3 rất thích nụ cười và sự thoải_mái tự_tin của anh_chị < 3
296,769,Sadness,nhớ đến lại buồn . chuyện tình chúng_ta chẳng đi được đến đâu cả
297,1844,Surprise,xuất_sắc quá
298,1109,Sadness,nhà tao vẫn nấu . à mà lâu_lâu tao về nấu một lần thì không cháy cũng nát
299,1619,Surprise,thiết_kế đẹp quá
300,1621,Surprise,per không nhận_dạng được mặt bả luôn
301,1053,Other,18t đủ trách_nhiệm pháp_lý rồi 
302,1478,Disgust,vô_học !  . tý tuổi tưởng vậy là hay !
303,989,Other,ai thử rồi cho xin tấm hình cái coi nào
304,522,Anger,"bố_mẹ thì còng lưng nuôi ăn_học vất_vả không mua được thì_thôi , bất_hạnh cái gì , bất_hạnh cái gì"
