,free_text,label_id
180,Nhìn giống sát_thủ máu lạnh,0
181,Nữ_sinh chạm tay vào má c.a thì đi tù . Rất VN ...,0
182,russian gamers,0
183,Có tính giải_trí cao nhờ,0
184,"Lily_Huynh ở Hải_Châu nè chị , c đã lên lại ĐN chưa ?",0
185,Nguyễn_Hoàng_Sâm nôn link ra,0
186,Việt_Nam vô_địch . ( Tối_ngày 10/12/2019 ) cầu Bến_Thuỷ - Vinh_NA,0
187,mong thầy đừng làm Tạ_Tấn_Trung .,0
188,Nguyễn_Hoàng_Bảo_Trang,0
189,Kim_Thoa_Lưu mốt gặp nhau thay_vì bắt_tay ôm nhau thì t sẽ tạo_hình cánh hoa tặng m : ),0
190,Lê_Hữu_Duy có c ơi . Nó lại còn ra nét nữa chứ,0
191,Ủa t người tương_lai à,0
192,cà_khịa anh tôi là nhanh : v,0
193,"Dàn producer quá đỉnh rùi , Hoaprox ko còn gì bàn hơn hẳn em producer vác đàn nhấp : ) ) , cá_nhân thấy nhạc hay vui mà giọng em Jack hát bài này hơi đuối ko hiểu sao . Chúc e thành_công hơn_nữa nhé .",0
194,thể_loại này mình chưa thấy ai thành_công bằng Sơn_Tùng,0
195,Hình_ảnh quốc_gia .. VN thì ko cần quảng_bá rồi ....,0
196,Con nay chat kiep sau no moi thay doi tinh.no khong con thuoc chua roi.con CORONA VIRUT cang no cho no benh chet di.dong ho ba doi nha no bi benh corona virut cho no biet the nao la dau kho .,2
197,Lũlên mạng lừa đão,2
198,"Con bóng đực kia cũng là dạng đầu_trâu_mặt_ngựa , 2 mặt , nịnh_bợ .",2
199,l love you cj MINH HIEU,0
200,Mặt tùng kiểu ông làm gì tóc tôi thế_này 藍藍藍,0
201,Các bạn phản_đối cái giè . Viện_phí tăng gấp 3 ngân_sách bội_thu . Làm tốt thế mà còn kêu .,0
202,có a ơi,0
203,"trung_quốc sản_sinh ra 1 thế_hệ bác_sỹ thật_sự có tâm đức , dù truyền_thông phương tây có bôi_nhọ tnao thì cũng k thể phủ_nhận",0
204,Ăn tết đéo ngon,1
205,Cô minh hiếu dễ_thương quá,0
206,Thy_Thy đây này,0
207,Trần_Sang ổ cc,2
208,Chắc ra đà_nẵng sống quad,0
209,May quá cụ Dần ko sao để còn tấu hài cho con_cháu,0
210,QuỳnhAnh_Lê : ) ) ) ),0
211,ôg Tưng nay coy bộ tăng động zữ 藍藍藍,0
212,Đọc xuyên câu k suy_nghĩ thử xem .. rất ngộ_nghĩnh ,0
213,Tết vẫn ngon mặc_dù k có thịt hợn,0
214,Đậu rồi má hay đậu má rồi các bạn nhỏ ? ? ? : ) ) ),1
215,Buồn ; ) ),0
216,"Đéo hiểu ai là bố ai là con trong cái gia_đình này , mệt vl đến từ sói gaming",1
217,Việt nam ơi cố lên,0
218,"ai cũng biết là tiền thuế đang được "" quản_lý tốt "" nhưng hầu_hết mọi người lại quan_tâm cái quá_khứ tuổi dậy_thì của con_nhỏ hoa_hậu hơn = ) )",0
219,Hưng_Quốc : ) ) ),0
220,Họ nhìn con này sao họ mới gọi nói như vậy người không có giá trị,0
221,Anh_chị_em giúp em với hic : ( (,0
222,Chao chi chi ngay cang dep wa,0
223,t thiết_nghĩ chỉ đồng_loại là không ăn nhau thôi chứ j ăn đc cứ ăn .. còn ba_má nào lên_án thì cứ cầm bảng_biểu tình đứng trước qán thịt chó la_ó xem sao ( ( ( ( ( :,0
224,Khá chậm,0
225,,0
226,khốn_nạn,1
227,GAM thua cái củ cặc nhé ! !,1
228,Cái giá của sự trưởng_thành,0
229,Hời đất cơi cô đẹp quá cô ơi,0
230,K có nghìn nào giúp dân thì nín đi !,2
231,Bỏ măy con điếm đấy đi là thông_minh đấy,2
232,Cuốc sư phải phẻ để diễn hài thì tất nhiênnn ơoooo .,0
233,Trời má khúc này lúc xem phim t khóc quá_trời mà thấy ảnh này cái hết muốn xem cmnl,0
234,"Dân không có giàu nhé , chỉ nó nước mạnh thôi .",2
235,Ko xin nó thì đái ra mà hết hạn_hán nhé,2
236,Đối_với một_số người chọn cách giữ im_lặng là tốt hơn vì nói ra rồi sẽ k thể trò_chuyện vui_vẻ như lúc đầu nữa : ) ),0
237,Hay quá anh ưiiiii em xem trên live mà sắp thuộc : ) ) ),0
238,Cô ba dẹp gái qua ha朗殺,0
239,Muốn đẻ đứa như Tùng Sói vậy á ❤❤,0
240,Về tết thôi bà_con,0
241,Đào_Mạnh_An ở trên bài viết có ghi bệnh_viện London yêu_cầu điều_trị tại nhà và không xét_nghiệm bạn ơi,0
242,hâhhaahhaah,0
243,MVP Việt_Nam đấy : ) ),0
244,đêm đã đói ngồi xem anh độ ăn mà cồn_cào hết bụng : ( ( (,0
245,Mai mùng 2 9 sếp ơi,0
246,nhìn nứng gkê ak abe ơi ! ! !,1
247,Thiên_Anh,0
248,Nguc em hoi nho,1
249,? Nghe_nói ở đây bán hàu,0
250,Thầy shopping giùm em 1 anh_trai Mỹ đen với .,0
251,Theo_dõi FB cô Cẩm_Lan_Sục nhé các em :,0
252,Nguyễn_Thị_Linh_Chi_Văn_Thắng về đi 2 bạn : ) ),0
253,Cám_ơn thầy ạ,0
254,T m ngu,2
255,hoizz,0
256,chủ 3 tiệm bánh mỳ : ) ),0
257,Phạm_Duẩn đó là bí_thuật con zai ạ,0
258,"Anh Tiệp chất quá khác hẳn lúc trong viện , hơi xập_xệ : ) ) )",0
259,200.000 hộp thuốc giết người .,1
260,Ai đó trả_lời vs t đây là e gái thầy ak ?,0
261,"Ối dồi , đẹp",0
262,Cậu Đồng giờ ông có tiền ông được đi ra các nước phát_triển hơn thì ông ntn ? ?,0
263,Báo và chí,0
264,"Báo bọn phản_động đấy bà_con , những người kia bị kích_động muốn chung ta cũng kíchđộng giống họ đây mà . Đập phá nhà_máy của họ cuối_cùng mất tiền là nước mình thôi vì nc mình vi_phạm hợp_đồng mà . Còn biểu_tình gọi nhà nc phải có trách_nhiệm tìm_hiểu nguyên_nhân thì đc .",0
265,Phan_Thị_Mỹ_Dung bác cho em xin link bộ_tộc ạ,0
266,Kinh đấy,0
267,"phải thế mới me được mấy thằng lồn vi_phạm luật giao_thông chứ , bắt hết con_mẹ tụi nó đi mấy anh ơi .",2
268,"Nguyên Lê_: \ "" >",0
269,Tùng đáng iu ❤️,0
270,Chị đẹp quá chị ơi ... nhìn giống quý ba cáo sáng wa,0
271,L * * mày cho chó nó còn không Liếm nữa có đâu mà mày đưa lộn cho người ta ăn con thú_vật đầu_thai,2
272,Cái mặt là nhìn dell ưa nổi với bị nứng lâu năm,2
273,CÓ THẰNG THÔNG THẠO 29 THỨ TIẾNG LÀM CHỦ TỊCH PẮC PÓ,2
274,Tuyết_Ngọc hay doi day,0
275,Chưa xem tập nào dơ tay,0
276,M à t ko còn ngon ngữ nào mà chửi m nữa,0
277,Nghệ_sỹ Hài hải_ngoại được nhiều bạn trẻ trong nước mếm mộ nhất,0
278,Rãnh đít là đây .,1
279,A tuân dễ_thương quá_trời .... Cô nói Anh Cười quá_trời ..... Kưg dễ_sợ,0
280,Cho e ít lúa đi chị,0
281,Ủa thấy nói đúng phết chứ = ) ),0
282,"bên nước_ngoài họ chống nạn tiêu_cực khá tốt , đề ra hết cách này đến cách khác để chống tiêu_cực , tham_nhũng .",0
283,Anh Nguyễn_khóc 8 chục dòng sông ,0
284,Tôi thấy làm cái này vì bộ_mặt_đất_nước !,0
285,hiếp tao,1
286,HM NH Facebook not Fb,0
287,Cay vl nhỉ kk,1
288,Chuyến đi lưu_diễn đáng nhớ : ) ),0
289,Thôi khỏi iu lun,0
290,Ngoài mình kêu con này là cua xanh tên khác là cua chó bởi_vì nó dữ lắm,0
291,"May quá tưởng bác toang rồi cơ , giữ sức_khoẻ mà tấu hài cho chúng cháu nghe bác nhé",0
292,Các qua_lại bế lên nhà_đá ngồi thì mới sáng_mắt chưa của trúc nhân luôn,0
293,mày về đái lên bàn_thờ nhà mày đi ad : ) ) xong lúc đó họ_hàng khen mày giỏi ( vì từ trước đến nay chưa ai làm được thế ) hay chửi mày ngu = ) ) ) ) ),2
294,nhớ abe lắm rồi nha,0
295,Mình đã thoát gầy nhờ GG,0
296,Cái mỏ i chang cá_lóc lun,0
297,Rất ủng_hộ page Nhật_Ký Yêu_Nước ..,0
298,"Em sẽ hay học hơn nếu lớp có những bạn nam khoẻ , dai sức , ... : 3",0
299,a độ dạo này đăng miết thế ,0
300,Cực_kì thuyết_phục 藍藍,0
301,Kh live hả anh : ( (,0
302,Nguyên bộ đang nằm trong đt tui này,0
303,Mốt đánh lee đừng lên Q nha anh Ba ,0
304,Sạo loxz quền của chị 3,2
305,Diện_Trần có con r mà_còn ngu mà rảnh lòn ghê,2
306,Hay,0
307,E_sợ t gian lm giàu rồi mà tuổi_tác già_yếu mẹ rồi,0
308,Luật_pháp đang căng nếu gia_đình cháu bé k bãi_nại thì ông này có chạy_đằng_trời .,0
309,Thèm bún real vl : ) ),0
310,Em gai xinh dep de thuong qua nha,0
311,"Tập này là tập tui cười nhiều nhất trong các tập đã coi , cô vui_tính hài_hước dễ_thương , cũng mong cho cô sau_này xây xong khách_sạn làm_ăn thuận_lợi chứ như cô nói chửi ngta quài cũng kì , nhưng đừng ai chửi cô thì sẽ bình_yên đôi bên",0
312,Bích_Ngân_Cathy_Lam Hoa_Duong này mới đúng,0
313,Chúc mừng a3 = ) ),0
314,@ Lucky_Lucky sao bạn bt bạn nghe mik ns coi,0
315,Được vl không = ) ) ) ) ),0
316,Du ma tu thg cho giu xe den thg suc vat chuyen hanh ly,2
317,Chụp cái góc từ chân lên có phải hơn không ,0
318,xin người : ( (,0
319,Lỗi chính là do khoảng_cách,0
320,Khổ nông_dân quá ....,0
321,Lương_Văn_Thắng gần 1tr lượt like là lượng dislike thì 3 chấm 路 đủ hiểu trình_độ nhai nhạc của cậu đến đâu rồi ,0
322,"ở minh bi đc vao vien khám , con ở bọn nc thấy bao_la phat triẻn thi ve nha tự cách_ly",0
323,Thích quảng_cáo k : ) ) ),0
324,Cứ thấy cô là con thấy vui lắm cô ơi,0
325,Tin vớ tin vẩn . Sn 98 nhé âm_tính rồi,0
326,sin,0
327,trần dần còn sống ko ? ?,0
328,"Mình thấy anh Độ nhắc tên mình , mình liền cmt nun",0
329,Bình_An Hai anh cùng Tt bạn lên báo rồi kìa .,0
330,Đéo phải đá vs MC chả cười ?,1
331,Nguyễn_Minh_Anh cũng đẹp ạ @ @,0
332,Vui_vẻ nha,0
333,Bao_giờ chết,1
334,B52 ,0
335,Thật_ra là quên kéo khoá quần ngoài lộ quần trong nên để lộ hẳn thành phong_cách mới cho nó đỡ quê,1
336,Yêu cô quá cô ơi huhuuu,0
337,Cái góc_cạnh này là ai hao_hao giống a3 đúng không ?,0
338,Lên vl luôn,0
339,Nhân doanh công hoà liên_bang đức đang sản_xuất cám cò ăn mau nhớn xin ad min với các bác ủng_hộ 藍藍藍,0
340,có tâm đấy : ) ),0
341,Ae có kiếp này ko có kiếp sau ae ạ,0
342,Con di do noi doc giong con 3 vang ma !,2
343,Nguyen_Phuong_Hoàng_Linh Tuấn_Anh_Lê_Tuan Anh Trần_Hạnh 30 lại đoàn_tụ : ),0
344,Đẹp zai đúng chất anh tôi,0
345,1.66666 ... năm rồi,0
346,"Mãi_mãi là idol của em , dù có bao_lâu đi chăng nửa thì idol vẫn là idol ♥️",0
347,Xin fb của idol Trần_Dần . Ai có share với ạ . ,0
348,Nơi nào mà cũng được như thế thì có lý_do gì mà con đân việt_nam phải sang nước_ngoài sống .,0
349,hỏng khoá hay gì : vv,0
350,Gà trống cao_bằng lại được gáy ,0
351,Cô là người miền tây hả cô,0
352,Dơ vcl,1
353,E có bán boxer cao_cấp nha mn,0
354,Thu_Ha_Nguyen láooo,0
355,Hâhhahaha được fan cưng r nhá = ) ) ) ) ),0
356,trời à ..... ừ để xem bà giàu tới đâu ....,0
357,Diệp_Bích ái Nguyễn_Ái_Băng coi Diệp nó láo cá nè Băng藍藍藍,0
358,qua học_trình_độ chặt cây mà ko bị dân chửi của trung_quốc .,0
359,: ) ) ) ) ),0
360,90tr dân Việt_Nam đang vả nhung nè,2
361,"Thần_đồng toán hok độ , einstein",0
362,"Chống mũi bao , nhiêu vậy",0
363,Tôi nghĩ giờ trung_thu hầu_như các đội đều muốn hoá_thân thành diễn_viên nhật_bản và đóng phim với nhau 15-20 p để năm sau hay lần sau còn có kỉ_niệm,0
364,"Không phải ai cũng muốn làm người_lớn , chỉ là họ không_thể mãi là trẻ_con thôi , ai rồi cũng sẽ lớn lên và trưởng_thành",0
365,"Khánh_Hồng Nguyễn_Thiều My Nguyễn_Hà_Duy Đăng \ "" đợi đấy \ "" : ) ) ) ) ) )",0
366,"Mn tải ứng dụng kiếm thẻ đt nạp nè . Ngày ít cũng đc 2 cái card 20k đấ y.link tải của CHplay nên k sợ virus , tôi chăm online nên ngày nào cũng đc cái card 50k là í t.ca ̀i xong vào Mn nhập mã chia sẻ nhận điểm là",0
367,藍藍藍藍藍藍藍,0
368,Tuan_Tran_Quoc có_thể có chứ . Vn mad,0
369,"Cô Minh_Hiếu cg chưởi mà ngta chưởi có duyên , còn linh cá_lóc cg chưởi mà vô_duyên wa .",0
370,"Nhung_Pham_Ai chê nghèo ngta có tiền đi nước nào kệ mẹ người ta , Nó vẫn mang qtich VN thì về VN chữa VN đã cấm đâu mà lên_tiếng lm gì . ÍCH_KỶ",2
371,"Thế_là tự các ông suy ra chữ thiên_đường , tự nhét chữ vào mồm chứ đảng ko nói đúng ko",2
372,Đúng là chửi,0
373,Người_dân biểu_tình phản_đối thằng ăn_cướp bị bọn mày bắt_bớ đánh_đập thì tụi mày là cái gì,0
374,Abe căng = ) ),0
375,Chị ơi yêu chị ..,0
376,Nguyễn_Nghĩa hạ_hoà có ca nghi r nè,0
377,Ai lớp du chu cờ mo .. sợ bã nói tới câu sau bíp .. bíp .. bíp,0
378,Trời_ơi cười chắc chết,0
379,Địt nhau,1
380,Tiếu_lâm thời_đại 4.0,0
381,share bài này là lũ ban cắn chết nên thôi : ) ) ),0
382,"Có 1 đoạn thôi , gắng tháng rưỡi thôi A Độ ạ : (",0
383,Thấy bảo tết ở nhà ngủ,0
384,Tao thấy nhiễm covid này toàn bọn nhiều tiền và thích đi du_lịch đấy ..,2
385,Kênh mới của abe nè ae nhớ sub cho thầy,0
386,Chán thế,0
387,Ráng sống diễn hài cho mấy con coi nhé bác TD,0
388,Tiến_Quyết_Ngọc_Hiền sang năm gặp nhau ôn lại nhé e 藍,0
389,! : 3,0
390,Ai song gan cty nay chac khong song duoc lau roi,0
391,Dan_Ha_Loi ngon roi .,0
392,Phan_Thai đệt t về Vn liền,0
393,Ba Cát_Lượng mới phải chứ thầy,0
394,Xin video với broh,0
395,"CS miệng và đít chúng là một chỗ . Một chế độ thổ tả không còn sửa sai được nữa , mà phải thay đổi với một chế độ khác . Sống với CS mà không biết gì về thủ đoạn của bọn chúng là không có cái đầu .",2
396,Làm đồ vỡ có tí cũng up fb Sen làm lố quá nha hhhh,0
397,Thay_vì nổ lực thì chị chọn con đường lấy chồng giàu 藍,0
398,Nguyễn_Thanh_Trang bảo bọn bạn m đó chỉ là hoa thôi đi = ) ),0
399,ok anh ơiii,0
400,Phạm_Thị_Duyên tạo thử hâhha,0
401,Minh_Hiếu nói chốt đơn chốt đơn là do cj Minh_Hiếu nói phong long mà chứ đâu nói cj Trần_Đoàn đâu ? ?,0
402,Thầy bình_luận cho thêm điệu cười đáng yêu của thầy nữa vào : ) ),0
403,Thầy t đó,0
404,"Hết phù_sa là vựa_lúa sụp_đổ , hết cả xuất_khẩu gạo ; chết đói cả lũ . 3 năm trước kêu mua vàng trên 300Tr phải xuất_trình CMND , giờ biết cả việc dân đang "" giấu "" 500T vàng .",0
405,Nhậu ko,0
406,mình không đồng í vs bạn_Trung,0
407,Nhung ơi la nhung,0
