,free_text,label_id
95,Chú Bòn em chặt chứ ko ăn nha = ) ) ) ) ) ) ),0
96,Cực_kì thuyế ... hác xì .... á chết mẹ ..,0
97,Lee_Quang tôi toàn nghe nhạc của bùi_anh_tuấn ! Hà anh_tuấn ! Nghe mấy bài này ko thấm nổi,0
98,Nguyễn_Trọng_Thái người ta nói bạn đợi nhưng bạn có biết bạn đang đợi cái lone gì không . Hay_là đợi thiệp hồng,0
99,"Có anh Độ , Tết lúc_nào chả vui",0
100,Nghe_nói trước_đây 1 số_thành phần người hà_nội kì_thị dân vĩnh_phúc đúng không nhỉ . Bh sao thì mấy ngừoi đó bị lây hết chưa ấy nhể,0
101,Huy_Hoàng = ) ),0
102,Thảo_NG thua tại dốt av qa : v,0
103,,0
104,Dần_dần thấy jack mất hay,0
105,Dì 3 ê dì 3 _ là trai hay gái ạ,0
106,Vợ Cuốc sư là Bùi_Kim_Thành còn vợ_nhỏ là lisa phạm,0
107,Trước khi cắm lên đầu em 4 cái sừng nó cũng bảo y_như thế : ( ( ( (,0
108,éo nha liu liu,1
109,# NAME ?,0
110,Cận thận nhà ae,0
111,Idol,0
112,Duyên_Phạm ghê tr nay văn_chương dữ hén,0
113,xin ạ,0
114,Hoàng_Minh,0
115,Anh Trung_Magic,0
116,"có một sự tồn_tại của đàn bò mang tên "" cực_kỳ thuyết_phục "" , có sở_thích là nhai đi nhai_lại , mục_đích của chúng trên hành_tinh này vẫn chưa có lời giải_đáp , theo như các nhà động_vật_học cho biết loài bò này có lối sống hoang_dâm truỵ_lạc , có_thể động_dục bất_cứ lúc_nào , con_số của loài này đang được gia_tăng đáng_kể .",2
117,Ck4mk4m là gì á mn,0
118,Cho toyy xin in4 FB hoặc sđt zalo hay ig được hong : 33,0
119,Chị chữi là chị cứu nhân độ thế藍藍,0
120,Nghi_vấn thầy chà trộn TTBL tu,0
121,Lại_Hợp_Sâm clm đến v thì / ff,1
122,Dao chặt không đứt kkkkk藍藍藍藍藍藍,0
123,Hồng_Thy cái giọng_điệu nói cảm_thấy hao_hao giống .. !,0
124,Nhanh thực_sự,0
125,Đồng Nhung máy_bay phalcon 10 tỷ belike :,0
126,So_Pre_Tài_Trợ Độ_Tây_Ngày_Hôm Ngày = ) ),0
127,Nghe kể chuyện tí rồi làm tiếp a Thanh_Le : ) ) ),0
128,Hoàng_Anh từ tư ,0
129,Dep trai moi co nhieu dua yeu,0
130,Bt các bạn phan cuồng chửi vậy mik đã ko nêu ra ý_kiến cá_nhân,0
131,thêm một người bị cộng_sản nhồi_sọ không biết sao có_thể nạo ra được hết chất bã trong đầu,2
132,Nghe giọng nứkg quá Abe : ) ),1
133,ông làm bố tôi hơi lâu rồi đấy ' Tùng sói said,0
134,Vì refund top 1 nên tối nay mình xin phép ea..blabla,0
135,Anh Trung_Giả_Kim ,0
136,Có khả_năng tối nay anh bị ngủ ngoài đường : ) ) tu bi con tờ niu,0
137,Bùn nhở,0
138,Pháo_thủ toang cmnl @ @,0
139,Bóng khùng bóng điên,1
140,Làm thêm chục củ mở hòm csgo anh êi : V,0
141,Lê_Huyền người ư ? sinh_vật hạ_đẳng chứ ngươi ai lam thế .,2
142,Cao_Lãnh với chúng_tôi làyy,0
143,Làm nhẹ 3-0 cho nó ok,0
144,‍♀️,0
145,ặc : ),0
146,Ai xin inb tôi đi,0
147,"Goodnow_Tran lo ở nhà đi ra ngoài tiết diên mày bị mắc bệnh giờ , tui cam_đoan là như dị",0
148,"Nhìn chị Minh_Hiếu có duyên hết_sức , nói_chuyện rất chân_thật , mặc_dù mỗi lần live chửi rất táo_tợn nhưng nghe và nhìn chị ấy rất thánh_thiện và chất . Chúc chị luôn vui khoẻ và hp . Mong có dịp sẽ được gặp chị",0
149,Dễ_thương và duyên quá Cô ơi . Love_Cô .,0
150,Lê_Thị_Bích_Hồng tk trẩu,2
151,nhớ nuôi kiểu tóc này mới đủ combo nhé ae,0
152,Chang_Chang 便便便便,0
153,Nguyễn_Trang nói thật mị 藍,0
154,1 ng thì giết 1 mạng . 1 ng thì feed tụt lol,0
155,Có pải nổ lực là có được đâu.pải có 1 chút gọi là may_mắn nữa,0
156,Panda_Thái đã xem = ) ) ),0
157,Luôn ủng_hộ K-ATM,0
158,Còn bạn này nữa thầy ơi,0
159,Giọng cuốn vc,0
160,Nguyễn_Đào_Nguyên,0
161,thế thua gì bác .. k công_khai mà cả VN điều biết tên e nó bác nghĩ ngta đón được sao ? ? ? ?,0
162,Ai ki nghe nói cũng đi ý về,0
163,"không có thì "" sản_xuất "" ra - _ -",0
164,Hợp_lí anh ơi,0
165,Đc anh ui,0
166,Con_người sao lại như_vậy ?,0
167,Bảo dan tri thap thì tự_ái : ),1
168,Tại_sao phải trả_lời thầy,0
169,Cái trend Nghe có vẻ mãi chúng nó vẫn chưa chán nhỉ,0
170,Đang lúc dầu sôi lửa bỏng bay kiếm clmn hay gì á rồi đem bênh về đây cho nhà_nước nuôi tốn cơm tốn gạo,1
171,Con nho nay hom truoc chui Ong ba Cha me ca nguoi Vn la minh biet no bi Ma nhap no truoc khi bi chet .. .. gao thet kinh hon de truoc khi xuong dia nguc ... ,0
172,Anh Minh chậm cái con cặc,2
173,reaction thầy ơi,0
174,Đoạn đánh răng chiếm quá nhiều thgian : ) ),0
175,"Đù dại ghê , bọn đấy ngày nào nó cũng lên Phường xiên cho nó 1 cái , đuợc tiếng luôn , vào khám mấy anh_chị cũng thương , xiên hết mọi thằng trên Phường luôn cho nó Sum",1
176,Chị 3 cho e 200 triệu đi làm chymmm đi huhuh,0
177,Tóm_lại là chửi nhau phải có văn_hoá  e thích page rồi đấy ,0
178,A tiệp :,0
179,Khi đi nhớ đem theo Susan nha thầy : ) ),0
180,cái tay cái tay,0
181,Vẫn có 1 người tặng quà va len thai cho mình mn ạ .,0
182,Giật cho mất mẹ cả cái mụn ruồi ( :,0
183,Tóm_lại là con gái hay trai ...  ... bực_mình vl nhìn hoài ko ra ,1
184,Đào_Hà_Văn_Rinaky Cn anh_chị ơi cẩn_thận nhé ạ,0
185,Điều_kiện hạn_chế viruss phát_tán có_thể là phòng trên 26 độ là cơ_bản . Còn mọi thứ điều cis thể . Hãy đọc kĩ những bài nói về viruss corona the trang chính_thống nha,0
186,Bắt được đừng chữa nhốt vào cho chết luôn ... loại này đừng để đẻ trứng ! ! !,2
187,Optimusthree với 99% sức_mạnh,0
188,: 3,0
189,Hahahaha,0
190,"ô thế mọi người k bit ak , Trần_Dần mắc bệnh từ khi chưa có dịch ak ... ông này mắc loại bệnh còn nguy_hiểm hơn Covid 19 ...",0
191,Đồng_bọn nhỏ đó khi zo tù : ) ) ),0
192,Nguyễn_Thị_Luận_Hà Nam cũng vậy : ),0
193,gáy to thế mi_anh,0
194,Bảo_Tín đi du_lịch gặp con gì ngứa ngứa ở biển e đã sợ lắm r sao xuất_hiện con này nữa,0
195,"Học cách kiểm_soát bộ_não của mình đi , thích thì tiến tới , ghét thì bỏ_qua",0
196,Phạm_Linh ko co cl,1
197,Qtrong gì trước_sau gì chẳng về 1 nhà,0
198,Tức diêng là idol vẫn còn ngon cơm . Tức diêng là mắt_thấy_tai nghe chứ ko phải nằm chiêm_bao,0
199,Con Thương cô lắm,0
200,Cực_kỳ thu ....,0
201,Thánh chửi lãnh án,0
202,xe chở súc_vật mong người_dân hãy tránh xa ( đề_phòng súc_vật phóng_uế lung_tung làm mất vệ_sinh ) .,2
203,À thế bạn ý hát bài j jui có ai giới_thiệu cho mình đc ko . Lâu jui mình chẳng nghe bài hát mới nào cả,0
204,"Chúc anh_em năm mới vui_vẻ , an_khang thịnh_vượng .",0
205,Có táo_quân thỳ mới là tết chứ,0
206,"Samsung vẫn đi làm bth nhé , mỗi ngày đi làm là 1 ngày vui ",0
207,Chú trung đầu L chứ chú tí đầu lân clg 藍,2
208,"Chi đep qua chi , e thích qua",0
209,Oh shjt,1
210,Cáo_từ,0
211,Nhật_Long toang . Kiểu ni còn lâu lắm : ( (,0
212,Hiếu_Bùi_sủa dơ,2
213,Ok trung bảnh,0
214,: ) ),0
215,ad nói_phét à bê_tông ăn thế_nào đc,0
216,Con thuong co ba,0
217,Á nhà tiên_tri ủng_hộ nghị_quyết 36 rồi nhé 藍藍藍,0
218,Nguyễn_Thị_Phương bạn ơi cho mình xin ảnh để sống ảo đc k ạ ?,0
219,Chào nhà_báo vũ hoàng Lân . Chào danh_hài vũ_trụ trần tiger : - ),0
220,Ok đẹp_trai : v,0
221,Lan_Hoa_Tùng có dùng acc clone đi cmt đâu ... dạo ? ?,0
222,ăn_bận như cac họ,1
223,Cực_kì thuyết p .....,0
224,Nhảy thế kia nhỡ may tiếp đất ko chuẩn lại ngã thì sao . thôi tôi_tớ nhiều cứ bảo 1 thằng ra cõng cho chắc . : ) ),0
225,reaction thầy ơi,0
226,Chửi hay lắm ad,0
227,Chào nhéee,0
228,Thu_Trang,0
229,Đau_đầu vl : ) ),0
230,Mày nói như lồn . Bọn đa_cấp nó đóng thuế còn gấp chục lần doanh_nghiệp . Tao cho thằng thớt ăn lồn không oan chứ thằng bên dưới ?,2
231,Thế cơ á,0
232,"Day khong phai la con nguoi nua , , , tinh_tinh tinh , ,",1
233,tks thầy nha ♥,0
234,Quá ngu lồn đi = ) ) ),1
235,Fan cô Minh hiếu đâu taaaa ❤️,0
236,Nguyen_Ngoc_Tam_gia phú phải không ,0
237,Tình đồng_chí thật kiên_trung ! Sách lịch_sử dạy giặc tra_tấn dã_man thế_nào cũng không mở mồm có #,2
238,bác dần chớm có tình yêu nước r đấy,0
239,Toang quá thầy ơiiii : ) ) ),0
240,"Làm cái đéo gì thì làm đừng để ng ta nhắc đến VN là gắn với từ "" ăn_cắp "" : ) )",1
241,chị ba nói_chuyện dễ_thương quá,0
242,.,0
243,Cả nước đồng_lòng riêng em thi ko,0
244,Còn ngưỡng_mộ có ba nhé hihihi,0
245,Báo công_an đi rồi quản_lý thị_trường hốt em luôn_thể .,0
246,Im mẹ đi thằng mặt lon,2
247,thằng ad này não bị delay 3 năm à : ) ),2
248,藍藍藍,0
249,How to nói đểu vợ : ) ),0
250,Mới hả mn ,0
251,"Ad hãy tìm số báo nào của báo quân_đội khi viết "" ba-rách ô-ba-ma "" và "" đô-na trăm "" . Vãi báo",1
252,Bọn chó sủa bậy,1
253,Thì_ra thầy đã có tính tấu hài từ lúc làm tuyển_thủ chuyên_nghiệp,0
254,Sếp nhà mình cũng thế 朗,0
255,bon comcom đơn_vị tác_chiến điện_tử vs nhật_ký yêu nước dm chúng_mày vào mà đọc . tưởng ai cũng như chúng_mày hết đấy,2
256,Các em nầy khi vào báo “ công ngủ ” với ác hồ thì phải chỉa vào mặt ác hồ như_thế nầy nè :,2
257,Giận méo_mặt = ) ),0
258,MV khá chất_lượng,0
259,Đi làm cũng khổ : ( (,0
260,Thầy duo với levi để Tú bơ_vơ,0
261,Lại 1 người nữa ra đi,0
262,Bác ơi chói quá,0
263,Tự_hào quá VN ơi ,0
264,Khổ_thân anh độ giải này mà nát mấy ông anti lại um lên cho mà xem ... Rồi team lại đủ thứ buồn . Còn ngày_mai nữa mong các anh cố_gắng,0
265,Ai yêu ib nhé,0
266,Chu_Hoài tạo_hình suốt mà giờ mới trend,0
267,em mê con_nhỏ ngoài Trần_Duy_Hưng nhưng phải cố_gắng nhiều hơn ! ! !,0
268,Tại mấy a tàu mà ra,0
269,Sợ thật ấy : ) ) ),0
270,Xin phép cả nhà nhaaaa ! ! !,0
271,"so với "" nghệ_thuật sắp_đặt "" trị_giá 8.100 tỷ vnd của ông Hoàng_Trung_Hải thì tác_phẩm "" trái chuối "" .... rất là chuối !",0
272,Nước_hoa đểu lấy đâu ra xịn : ) ) ) Hot girl méo gì nhìn xấu vkl thề : ) ) ),2
273,"Sam luôn_luôn đi theo cặp nhé , 2 con chồng lên nhau ý",0
274,Trường_Giang no no . Đg chỉ_trích vì tính ích_kỷ . K nghĩ cho ngkhac . Chứ bả sống thì tốt th chứ có j đâu,0
275,", ..",0
276,Chúc_mừng năm mới,0
277,Quân tâm ae có link xem chưa bao phê luôn ae ơi,0
278,Thầy làm gì cũng được đừng ra MV hát là được nha thầy . Nói chứ dm mãi yêu thầy,0
279,cứ như là 1 kịch_bản hay cho việc hợp_lý_hoá xây sân_bay long_thành !,0
280,Cổ_động_viên quảng_ninh nhưng rất thích chất cổ_động_viên hải phòng,0
281,Đưa ô già đi trốn hợp_lý hơn = ) ),0
282,Suni_Hạ_Linh sau khi thấy vid này ☹️,0
283,Bóng dơ,2
284,Mai_Ánh_Thi có nha em ơi ibx nha,0
285,Có tiền đi đường quyền = ) ),0
286,Trần_Bình_Trọng_Vừa xog = 1k like : ) các bác sống nhanh vl : ),1
287,Tôi nghĩ tiền không làm gì được các ông ạ = ) ),0
288,Nhớ đến đấng nha 3 gà ,0
289,Mê cô quá,0
290,"Vô_tình thấy , giống anh quá 廊",0
291,Đặng_Thái_Hoàng_Châu dư_âm từ năm này sang năm khác,0
292,Tú ko cho anh 3 blue và cái kết : ) ),0
293,Fan cứng nè,0
294,"em đây anh ơi , bây_giờ em mới nhận ra bên em còn có 1 người anh tuyệt_vời như anh anh Độ ạ 梁",0
295,I love you to ca mo,0
296,Đumoe nói_leo,1
297,"Pha đánh răng ám_ảnh nhất lịch_sử điện_ảnh , có_thể lưu_truyền mọi thời_đại , là biểu_tượng để các diễn_viên học_tập theo藍藍藍藍",0
298,Đu.má tu.biên tu.diēn luon ...,1
299,,0
300,"hoc cc gi` nua ~ , ve san voi ma` kiem an = ] ] z",1
301,Thanh_Phương c làm 1 bài review đi c,0
302,Đình_Quang thô nhưnh thật quá bác ạ = ) ) ),0
303,Abe có_thể chiếm_đoạt được trái_tim của Tiểu_Tiểu nhưng riêng blue của Tiểu_Tiểu thì Abe tuổi lol chiếm_đoạt được : vv,0
304,Đúng là chó làm người phải chịu ... haizzz,1
305,Bùi_Minh_Huệ crush ưii . Anh thích em đó ,0
306,Cô Minh hiếu nói_chuyện thật_thà dễ_thương quá ✌️✌️✌️✌️✌️,0
307,Ai biết tên kiểu này là gì không ạ,0
308,Uống nước là đi tù,1
309,đéo hiểu kiểu gì,1
310,e chúc_panda của abe iu dấu 20/10 vui_vẻ nhé và đừng quên xoá kênh,0
311,Đờ mờ cuộc_sống,1
312,Phải xử_lý hình_sự mới sáng_mắt ra đc !,0
313,Dạo này nước mỹ ko dc an_toàn . Sao không thấy cây súng  của nhà tien tri vậy,0
314,em về tộc anh r nhưng chưa có fc藍,0
315,khó chịu vãi,0
316,Ri thì như thor luôn,0
317,Góp vui một_tí : 3,0
318,Mọi người xin dành 1 chút thời_gian nguyên góp mỗi người 1 like vào ảnh đại_diện của tôi được hong : ) ),0
319,triệu_hồi phúc nghẹo .. trọng lú,2
320,"nói z thôi cho dân_chúng bớt xoắn lên nhưng thực chắc cũng đâu_vào_đấy . nó chơi ngầm thì đố ai biết . cái nhà_nước này nó nát bét hết rồi . các bác đừng có mơ làm nhà_nước nữa , từ cấp 3 đã xác_định là làm nghề gì mà k liên qua nhà_nước rồi , vì tao biết g",2
321,Thời_gian ủ_bệnh lên tới 14 ngày khả_năng cao vẫn phải cách_li theo_dõi thêm,0
322,Mặt độ trông buồn_cười vl kiểu con ơi cho bố cầm ms kkk,0
323,Pha xử_lí hay nhất từng xem,0
324,Thêm quả carô ở trong nữa nhìn chán ,0
325,Bà này đỉnh thật . Nữ_tướng đáng khâm_phục . Giá_như mà Việt_Nam ! Có sự lãnh_đạo của bà thay cho NTKN thì hay cho đất_nước .,0
326,dư_luận_viên vào ẳng nào : v,2
327,from,0
328,Nghe kì kì sao á . Con trai với mẹ mà liệu mấy cái lời nghe ,0
329,Lisa cai_lậy ,0
330,Tq hắc xì cả thế_giới phải rung_chuyển,0
331,NGHIỆP BÊ ĐÊ NẶNG LẮM R MÁ ƠI,2
332,Duy_Trần xin video với,0
333,Yêu thầy dấu bé 3,0
334,Nó giống vãi lol a ưi !,0
335,Cũng đã đến lúc những người làm công_tác bảo_vệ an ninh.các khu_phố cần vào_cuộc . Vì hình_ảnh của đất_nước không để mấy thằng lưu_manh làm mất_mặt được,2
336,add e muốn mua cái này mua ở đâu ạ .,0
337,Lại lên_cơn hoang_tưởng bậc cao hơn ! 藍,0
338,Nguyễn_Minh bộ ba siêu phẩm r sao đọ,0
339,Phương_Minn ngộ_nghĩnh nhỉ lạ lone nhỉ ? Rõ_ràng cố_tình tạo phốt để bán hàng online : ) ) ) mà làm như hay lắm . Sống dơ v ai mua đồ cho trời .,2
340,@ Chiến trần chuẩn ,0
341,@ Yo_Min : ) ) ) ),0
342,HÌNH_NHƯ THIẾU 4X : 3,0
343,Chỉ chịch xã_giao thôi = ) ) ) ),1
344,Trúc_Ngân ơ s lại đi so_sánh dink kout của cây a tê em vs đỉnh_cao của Jack vại bạn ? ? Thiệt là khập_khiễng vs cả thiệt_thòi cho bạn nện đàn dzợ,0
345,Hoàng_Kiên nói đúng lại còn chuẩn 藍藍,0
346,Có cc nè em : ),2
347,Page lâu_lâu nói_chuyện chuẩn dễ_sợ > . <,0
348,Kinhh,0
349,Quảng_cáo lộ_liễu quá ,0
350,Nghĩ ló chán : ),0
351,Nghe thế thôii làm theo mấtt hếttt = ) ) ),0
352,Loại này phải,0
353,buồn a ạ ,0
354,Mong mấy bác được cách_li ở nhà đừng trốn là em vui rồi : ) ) ) ) ) cứ đi nhông_nhông thì em cũng sợ : ) ) ) ),0
355,bậy zòi : v nhìn bên trái đi : D đừng nhìn bên phải : v,0
356,hợp_lý a ưi 藍藍,0
357,Nguyễn_Trọng_Hiệp hiệp bmw à 藍藍,0
358,Do lười chụp ảnh có mỗi kiểu chụp trộm thôi,0
359,Thân_hình phụ_huynh gương_mặt học_sinh,0
360,"Giống như câu , Ngêu sò tranh nhau , Ngư_ông đắc lợi",0
361,Hợp_lí anh ưiii,0
362,Đinh Nguyễn_Vươn_Anh Tuan,0
363,Vũ_Mai_Ly ui thật á,0
364,Huyền_Khánh_Phùng chả vờ chả vịt : ) ),0
365,Nguyễn_Định tui xợ á,0
366,Minh_Tran uh mình nghe cũng nghĩ là người miền trung mà bả ko biết phân_biệt,0
367,Chị ba sang quá à ... Đi hửi quần xì của con les,2
368,Đi sau Việt_Nam hàng thập_kỉ,0
369,chúng_mày phải thông_cảm các anh ý đều có ước_mơ làm hình_sự nhưng dòng đời xô_đẩy phải đi làm trật_tự và giao_thông .,0
370,Hang_Vu đú trend lâu roài = ) ),0
371,Thuyết_phục vl,0
372,"Rõ_ràng chức_danh chủ_tịch mà , sao ý_thức lại khác vậy ( (",0
373,"Nguyễn_Thanh_Mai_Trúc t hay kể chuyện cười cho m nghe , nh làm việc gì nhớ tập_trung chuyên_môn nghe ch = ) ) )",0
374,"Nhà nói_dóc , nhà ảo_tưởng chứ biết con_mẹ gì mà tiên_tri 藍",2
375,bạn trai nhà người ta chưa bao_giờ làm tôi thất_vọng : ) ),0
376,đợi ei,0
377,Tiêu_Chảy Cấp .,0
378,sang năm mới mong anh bớt hí nha,0
379,Lúc đó tôi tưởng thế_là ngầu,0
380,nhìn chất vãi lìn anh ơiiiii,0
381,Nguyễn_Tuấn_Phong thương chị quá,0
382,Âu cũng là số_phận muốn đóng vai thiện nhưng đời xô_đẩy ...,0
383,Hi_vọng chị kế_toán cũng thấy cái này . Chị ơi vì một cái Tết ấm_no hãy thương tụi em,0
384,Ngọc_Huy học_hỏi idol để có quả đầu đẹp nha = ) ) ),0
385,BenBen_Duong,0
386,# trời_ơi cưng quá cô ơi,0
387,Chui nua di co cho bo tat ngua,1
388,Nể nhất anh phóng_viên ! Ngồi mặt tỉnh_bơ ko biến_sắc,0
389,Vợ em mấy anh ơi : ) ) em lớp trưởng nè,0
390,bản kia hay hơn,0
391,dạo này pản động nhiếu quá mấy bạn bò đỏ ah : D,2
392,chất vlon a ưii,0
393,Ủa ah nói hay vậy藍藍,0
394,"cái cap hơi gây war đó nha ! vậy tui nói chương_trình mấy người này_nọ mấy người chịu không ? nói gì thì suy_nghĩ vào , xin_lỗi chứ chương_trình có duyên mà cmt đ có duyên thì dẹp hay im m * mồm cho_xong ! Thân ! !",2
395,"Nhà tiên_tri hay đấy , ông có thêm 1 phiếu về VN chơi nhé ",0
396,đặt khô gà ở đâu v thầy ơi,0
397,Ngọc_Như chắc là sẽ bíu ty phun lắm đâyyy,0
398,nhà thầy đâu tết ghé coi \ .,0
399,Lê_văn tám là hư_cấu à bacd,0
400,dân miền tây_nam rất thích đeo vàng khoe_khoang nhỉ,0
401,Cưng bã dễ_sợ,0
402,"Tiên_tri vũ_trụ múa võ vui kinh nhể , thấy tiên_tri dùng thế cuối rồi nói câu : "" súng bắn không trúng , dao chém không lủng "" tự_dưng muốn cười kinh_khủng ka ka ka . """,0
