,Unnamed: 0,Comment,Constructiveness,Toxicity,Title,Topic
26,1963,"Nói xin_lỗi chứ chắc năm nay đ / c không có con học lớp 1 . Chứ đc có con học lớp 1 xem đ / c có phát_biểu kiểu đó không . Tôi thách đ / c dạy con mà không áp_lực đấy , xem con nó tiếp_thu khó hay dễ . Không nặng nhưng có quá nhiều điều vô_lý hoặc không cần_thiết bắt một đứa trẻ đang bắt_đầu học chữ phải hiểu , phải_biết .",0,1,Đánh giá chương trình lớp 1 nặng là chưa xác đáng',GiaoDuc
27,8243,Chúc philip nguyễn và liberec vượt qua vòng bảng,1,0,Arsenal tránh được Milan ở vòng bảng Europa League,TheThao
28,6590,Vẫn còn người thờ_ơ .,0,0,Ba người Quảng Nam ngộ độc sau ăn pate Minh Chay,SucKhoe
29,8847,"Ông này cực_kỳ có duyên với cup . Ronaldo , kaka , Benzema , macelo đến real . Suốt 5 năm k biết tới cup . Từ khi bale đến có cup nhà_vua và C1",1,0,Bảy năm của Gareth Bale ở Real,TheThao
30,321,"Chào khán_giả , thật_ra mình cũng xem phim anh Tuấn vác tù_và hàng tổng này lâu rồi , ... mình cũng biết anh ấy cùng đồng_hành với con và cả nhà anh ấy tập_trung lo cho Bôm ... dù_sao mình cũng mong tất_cả gia_đình cũng như có gặp phải hoàn_cảnh như_vậy cùng nhau kiên_nhẫn và luôn vững tinh_thần trong cuộc_sống . Mong cả tất_cả bình_an và luôn gặp may_mắn trong cuộc_sống .",1,0,"Bố con Quốc Tuấn nghe nhạc, chơi đàn buổi sáng",GiaiTri
31,2678,Đó là vì nấu nước chưa kịp nguội đã lấy để gội đầu .,0,0,Chất độc trong hạt na,KhoaHoc
32,4625,Nghe mấy thánh Toy chê BM khủng_khiếp mà 219 ở TQ vẫn bán được 174.000 ch ah,0,0,BMW series 5 Li 2021 - 'đàn em' lớn hơn cả series 7,OtoXemay
33,4949,"Với giá con luxury mà trang_bị như_thế em thì mua kona cho lành thật , còn giá Lux cao quá so với thương_hiệu KIA , chưa chắc đây đã là đột_phá của KIA .",1,0,Chọn Kona 2.0 đặc biệt hay Seltos Luxury?,OtoXemay
34,8328,Nhắc đến tottenham hotspur lại nhớ đến bạn gì đó nói . _Son chỉ được cái cao_to và tốc_độ hơn QH nhưng trình_độ kỹ chiến_thuật kém xa QH,1,0,Bale: 'Tôi về Tottenham vì Mourinho',TheThao
35,3337,"Thời_gian vừa_qua rất nhiều người nói là nhân_viên của Ngân_hàng gọi điện_thoại cho tôi nói là có nhu_cầu vay vốn không và yêu_cầu cấp mã_số gửi đến điện_thoại . Tôi nói là không có nhu_cầu vay và không cung_cấp thông_tin gì . Mình đề_phòng trước là lừa_đảo rồi , giờ đọc tin này thấy lừa_đảo thật .",1,0,Bỗng dưng mắc nợ ngân hàng dù không vay vốn,KinhDoanh
36,5589,Tăng khung phạt lên trộm chó phạt 10 năm tù ! Ko tăng là còn nhiều thằng trộm nữa công_việc nhẹ_nhàng quá mak,0,0,Ba người ăn trộm nửa tấn chó trong một đêm,PhapLuat
37,251,Một ông Bố tuyệt_vời ! Chúc cả nhà nhiều sức_khoẻ và hạnh_phúc .,0,0,"Bố con Quốc Tuấn nghe nhạc, chơi đàn buổi sáng",GiaiTri
38,3973,"Tôi mua căn_hộ quận 9 3 năm nay mà vẫn dài cổ đợi sổ hồng .  Mong thành_phố sớm xử_lý nhanh , dứt_điểm để tạo điều_kiện cho người_dân sớm có sổ cũng như các chủ đầu_tư an_tâm ...",0,0,Doanh nghiệp cầu cứu vì vướng tiền sử dụng đất 5-7 năm,KinhDoanh
39,6630,"Hay , nên có nhiều bài vậy",0,0,Bác sĩ cùng nghệ sĩ hát kêu gọi '5K' chống Covid-19,SucKhoe
40,5547,"Sao ranh_giới giữa sự sống và cái chết mong_manh vậy , mới_đây còn là con_người sao lại hoá cầm_thú mất hết nhân_tính chia buồn cùng gia_đình",0,1,Ba mẹ con bị truy sát,PhapLuat
41,35,Thích cái cô mũm_mĩm ngày_xưa,0,0,Adele gây tranh cãi khi mặc bikini,GiaiTri
42,8362,"Bale hậu_vệ cánh trái ,_Son hậu_vệ cánh phải là chuẩn bài Mou nổ rồi",1,0,Bale trở về Tottenham,TheThao
43,1513,Chúc_mừng thành_tích của em . Nhưng học đến 3 giờ sáng thì không nên tí nào .,0,0,Chàng trai vàng Ngô Quý Đăng biết làm Toán từ 4 tuổi,GiaoDuc
44,9317,"tiêu_chuẩn của nhiều nước bên châu_âu là lúc bơi bắt_buộc phải có nhân_viên cứu_hộ , ngay cả cho những người đã biết bơi , và hồ thiên_nhiên hay nhân_tạo . Các ao nước không có kiểm_soát cần phải rào lại . VN cũng_nên làm như_vậy mới tránh được những thảm_hoạ này trong tương_lai .",1,0,5 trẻ chết đuối dưới ao,ThoiSu
45,39,Chạy bộ luôn là cách đơn_giản nhất và hiệu_quả nhất .,0,0,Ái Phương: 'Tôi khỏe hơn nhờ chạy bộ',GiaiTri
46,4819,"Không cho trẻ tự_ý mở_cửa , cốp xe oto khi không xin phép . Loạng_quạng vụt vài roi cho nhớ .",1,0,Cách tự thoát ra ngoài khi bị nhốt trong cốp ôtô,OtoXemay
47,3465,"chẳng có gì là bất_bình_đẳng cả , họ là những người rất giỏi họ kiếm tiền bằng chính khả_năng của họ",0,0,Giới tỷ phú Mỹ có thêm gần 850 tỷ USD sau nửa năm đại dịch,KinhDoanh
48,1760,Thật thương_tâm . Trách_nhiệm phải làm rõ đến_cùng từ cấp quản_lý đến đơn_vị thi_công . Xin được chia buồn cùng gia_đình,0,0,"Cổng trường sập, đè chết ba học sinh",GiaoDuc
49,2304,"Mấy bác phi_hành_gia lên mặt trăng rồi về vẫn khoẻ_mạnh đấy thôi , có sao đâu . !",0,0,Bức xạ trên Mặt Trăng cao gấp 200 lần Trái Đất,KhoaHoc
50,3723,"Hồi ăn gà của Lotte bị bở và hôi sau ba lần , thì ko quay lại hãng này nữa",1,1,"Chuỗi gà rán KFC, Lotteria, Jollibee kinh doanh ra sao",KinhDoanh
51,8284,"Hôm_qua có ai xem các trận tennis nữ RG kp vậy ? Hôm_qua mình xem mà thấy tội_nghiệp họ luôn , nhìn họ đánh bóng "" không nổi "" theo đúng nghĩa_đen luôn á , bóng bay khá chậm , có_thể do họ lạnh họ đánh ko mạnh như mọi và trái bóng cũng nặng hơn vì là loại bóng khác trước , ngoài_ra độ_ẩm cao cộng thời_tiết lạnh khiến trái bóng bị hút ẩm ( tăng thêm 1 tí_xíu trọng_lượng suy ra vận_tốc bóng bay chậm và quãng đường_bay ngắn hơn trước , suy ra ...... dễ rút lưới , hihi ) . Các tay_vợt bên nam vừa trở về ghế_ngồi là lập_tức trùm khăn che_kín phần trên cơ_thể là đủ hiểu lạnh cỡ nào rồi",1,0,Azarenka không chịu được lạnh ở Roland Garros,TheThao
52,4993,"Thấy con Kia_Sorento 2021 mới ra , nhìn ngon ghê",1,0,Chọn Lux SA Plus 2019 hay Santa Fe Premium 2020?,OtoXemay
53,8127,Ro lại ghi_bàn rồi các bạn fan Si ạ ! Cảm_ơn các bạn đã quan trâm Ro nhưng bây_giờ thì đừng so_sánh Ro với Si nữa . nó khập_khiễng lắm . Người ta đương_kim vô_địch 2 giải đấu đội_tuyển và CLB . Ông vua ghi 101 bàn vân_vân và mây mây . nên các bạn hãy so_sánh ai đấy trắng_tay mùa này ví_dụ như Pogba chẳng_hạn,0,1,Ẩn số Pirlo ở Serie A 2020-2021,TheThao
54,3032,Một tin_vui cho bà_con mình .,0,0,12 doanh nghiệp được xuất khẩu lại thuỷ sản vào Arab Saudi,KinhDoanh
55,7938,Chiến_tranh thật thảm_khốc,0,0,Khoảnh khắc pháo binh Armenia bắn cháy xe tăng Azerbaijan,TheGioi
56,3039,"Bào_ngư VN đỏ đỏ tím tím , nhỏ nhưng ăn rất ngon",1,0,15.000 đồng một con bào ngư Hàn Quốc?,KinhDoanh
57,9655,"Tôi ở Nam_Định , từ khi sinh ra và lớn lên tôi chưa gặp cơn bão lớn nào , đa_phần là bão cấp nhỏ nhất hoặc đã suy_yếu khi mắt_bão vào Quảng_Ninh hoặc Thanh_Hoá . Tôi nhớ cách đây khoảng 6 năm bão vào Nam_Định mạnh nhất lịch_sử 20 năm và khi đó tôi ở Nghệ_An . Tôi không biết đó phải là năng_lực siêu_nhiên gì không ?",1,0,"Bão tăng cấp, hướng vào Quảng Bình - Quảng Ngãi",ThoiSu
58,2545,Tụi nó đang cứu nhau khỏi đuối nước đấy,0,0,Cá trê treo mình giữa hai con rắn,KhoaHoc
59,2592,Sự_VĨ_ĐẠI của TỰ_NHIÊN !,0,0,Cá voi xanh xuất hiện lần thứ ba trong 100 năm,KhoaHoc
60,1188,Kích_thước mỗi ô vuông là 5x5m,0,0,Bài toán 'cầu kính 7 ô vuông',GiaoDuc
61,7966,"Thật_ra ở Mỹ người ta không quen hỏi nhau sẽ bầu cho ai . Quyền bầu_cử là quyền bất_khả_xâm_phạm . Để tránh hiểu lầm và xung_đột không cần_thiết , người ta có_thể bàn_bạc về những ưu / khuyết_điểm của mỗi bên nhưng không hỏi là sẽ bầu cho ai .",1,0,Lý do giới siêu giàu Mỹ không chọn phe trước bầu cử tổng thống,TheGioi
62,6077,"Chúng_ta phải luôn trong tư_thế phòng_dịch hiệu qủa nhất , không để dịch bùng_phát đợt 3 ! ! !",0,0,15 ngày không lây nhiễm nCoV cộng đồng,SucKhoe
63,107,"Cô bé này đóng Love , Rosie tuyệt vờiTôi xem 6 lần",0,0,Bạch Tuyết' Lily Collins đính hôn,GiaiTri
64,1315,Đây tôi đi làm cắt tóc cũng như_thế bị đình_chỉ 10 ngày cho tóc dài ra rồi đi làm tiếp,0,0,Bị đình chỉ học vì cắt tóc ngắn,GiaoDuc
65,8187,Fan_Liver nhưng chúc_mừng Asenal . Leno bay như chim vậy .,0,0,Arsenal loại Liverpool khỏi Cup Liên đoàn,TheThao
66,2753,Theo thuyết_tương_đối thì không có gì nhanh hơn vận_tốc ánh_sáng . Vì_vậy các nhiệm_vụ thám_hiểm hành_tinh liên sao đối_với con_người trở lên bất_khả_thi . Tuy_nhiên thuyết lượng_tử với hiện_tượng rối lượng_tử cho con_người một cơ_hội . Nếu làm chủ được nó khái_niệm thời_gian có_thể sẽ không còn tồn_tại . Loài_người có_thể đi_lại giữa quá_khứ và tương_lai một_cách dễ_dàng . Du_hành đến các thiên_hà xa_xôi trong chớp_mắt . Lúc đó tất_cả chúng_ta sẽ trở_thành thần_tiên .,1,0,Chip chuyển đổi lượng tử tốc độ ánh sáng đầu tiên thế giới,KhoaHoc
67,9753,"Hiện_nay tình_trạng sử_dụng kích điện để đánh_bắt thuỷ_sản xảy ra rộng khắp các vùng trên cả nước . Từ ngoài biển , trong sông , trên đồng_ruộng ... đều có người sử_dụng kích điện . Và nhiều đến_nỗi đó là hành_vi bị pháp_luật cấm giờ trở_nên bình_thường mà ít ai lên án.Tôi rất cảm_phục người_dân ở xã Tam_Đàn huyện Phú_Ninh Tỉnh Quảng_Nam này vì nếu dùng xung_điện họ có_thể bắt được nhiều cá hơn , nhưng họ lại không làm vậy.Chúc bà_con mạnh_giỏi !",1,0,Bắt cá khi ruộng đồng cạn nước,ThoiSu
68,6231,"Trứng kho để qua_ngày ăn lại dễ bị ngộ_độc , mình đã từng bị một lần rồi .",0,0,26 trẻ mồ côi ở chùa bị ngộ độc,SucKhoe
69,2876,"Em ở_trần mặc quần_đùi đánh khởi_động 30p , đánh_đấm tổng_cộng 15 hiệp mỗi hiệp 3p , cái quần_đùi từ 300g thành 4 ký rưỡi . Tính ra cũng hơn 4 lít nước hút vô cái quần , chưa nói cả lít văng tùm_lum . Tuỳ theo cường_độ vận_động , nếu a / c làm_việc cường_độ nặng cả ngày thì chảy 20l mồ_hôi cũng được . Nếu muốn khoẻ_mạnh nên chảy ít_nhất nữa lít mồ_hôi mỗi ngày nhé .",1,0,Cơ thể người có thể toát bao nhiêu mồ hôi?,KhoaHoc
70,5323,"Muốn ngăn_chặn được ma_tuý thì phải nâng cao nhận_thức cho giới trẻ để tránh đi lầm_đường_lạc_lối , có cầu thì mới có cung mà .",1,0,Một tiếng vây bắt nhóm buôn ma túy trên quốc lộ,PhapLuat
71,799,"Fans anh 23 năm rồi , tôi thấy chẳng có bài nào mà không hay , không đi vào lòng người , Nhạc trẻ , dân_ca , rồi Bolero thể_loại nào anh cũng cân tất",0,0,Đan Trường: 'Tình khúc vàng chinh phục fan gần 20 năm',GiaiTri
72,3570,"Thật_sự thì các doanh_nghiệp , nhà_máy của Mỹ cũng phải chờ coi kết_quả cuộc bầu_cử , ai là người lãnh_đạo nước Mỹ rồi họ mới tính thôi , , , , , ,",0,0,Chỉ vài ngành sản xuất của Mỹ định rời Trung Quốc,KinhDoanh
73,2894,"Con hà ăn được gỗ thì đúng rồi , chúng tiết ra các enzim tiêu_hoá gỗ . Ở Indo hay Malay có loài hà như con giun làm tổ trong gỗ mục . Riêng với sắt và đá thì tôi không nghĩ vậy , hà tiết ra chất bám vào đá và sắt tạo thành môi_trường gây ăn_mòn cho sắt chứ bản_thân nó không ăn và tiêu_hoá sắt hay đá .",1,0,"Con hà xuyên thủng sắt, đá bằng cách nào?",KhoaHoc
74,2927,Quá yếu_kém . xem Tq và Nga kìa . Đã du_hành liên hành_tinh . Lên mặt trăng như đi chợ và giờ lên cả sao_hoả .,0,0,Công ty Mỹ giải cứu vệ tinh lần thứ hai,KhoaHoc
75,8178,"Đội_hình trẻ_trung của Ars này thì năm nào cũng thấy , nhưng cuối mùa thì lại tỏ ra non_tay vô_cùng .",0,0,Arsenal hạ Leicester nhờ bàn phản lưới,TheThao
76,971,Happy birthday ! Happy_Happy hạnh_phúc,0,0,Đỗ Mạnh Cường cùng sáu con đi nghỉ dưỡng,GiaiTri
77,6687,Cảm_ơn cảm_ơn ...,0,0,Bác sĩ Cấp và những quyết định tiên phong trong điều trị Covid-19,SucKhoe
78,8575,"Đầu mùa năm nay không thấy Si82 của chúng_ta hát bài Hứa thật nhiều , thất_hứa thật nhiều nhỉ .",0,1,Messi và Fati giúp Barca đại thắng trận ra quân La Liga,TheThao
79,2020,"Hên là 5 cơn bão mỗi nơi một hướng tan trong nay_mai , nếu 5 cơn bão tụ lại thành một vùng hậu_quả khó lường .",0,0,5 cơn bão và áp thấp cùng xuất hiện trên Đại Tây Dương,KhoaHoc
80,9054,"Sài_Gòn về Đà_Nẵng ngày thường vé máy_bay 600.000 đồng , chỉ vài giờ là có_mặt ở nhà . Đi xe , từ nhà đi taxi ra bến_xe hết 300.000 + giá vé 400.000 nữa .... Dạ , em đi máy_bay cho khoẻ ạ .",1,0,24 tuyến hoạt động ở Bến xe Miền Đông mới,ThoiSu
81,952,"Điểm_danh những diễn_viên , nghệ_sỹ nổi_tiếng ( trong nước ) , có được mấy người giữ được hạnh_phúc trọn_vẹn đến khi về nghỉ hưu ? Phải_chăng môi_trường hoạt_động của họ quá nhiều áp_lực ?",1,0,Diễn viên Thanh Sơn đã ly hôn,GiaiTri
82,5359,"Tôi đọc mà phấn_khích như đang xem phim hình_sự , các a quá xuất_sắc , tuyệt_vời",0,0,Một tiếng vây bắt nhóm buôn ma túy trên quốc lộ,PhapLuat
83,3857,bây_giờ ăn đồ đen lại là một trào_lưu,0,0,Cơn sốt thực phẩm đen,KinhDoanh
84,5861,"Sợ , ra đường có chuyện gì một điều nhịn là chín điều nhục ... nhưng_mà lành_lặn về nhà với vợ_con",1,0,Bị chém chết sau một km tháo chạy,PhapLuat
85,3145,bài này hay đấy,0,0,A380 - Siêu máy bay thất sủng của Airbus,KinhDoanh
86,3305,"Cái gì lạ thì ăn thử thôi chứ ngon_lành gì . Năm 9x ở xã mình ng ta toàn xay con Sam ra cho heo ăn , giờ vào quán nhậu gần 1tr 1 kg .",0,0,Bọ biển khổng lồ vài triệu đồng một con,KinhDoanh
87,3006,Hông_Kong chiếm 4/10 vị_trí gia_đình giầu nhất Châu_Á,0,0,10 gia đình giàu nhất châu Á,KinhDoanh
88,9001,Đang mong cầu Cát_Lái làm sớm,0,0,2.200 tỷ đồng xây cầu nối TP HCM với Đồng Nai,ThoiSu
89,7770,Trump là một vi tổng_thống tuyệt với nhất nước Mỹ .,0,0,Tin bầu cử Mỹ: Hàng nghìn người tuần hành ủng hộ Trump,TheGioi
90,7438,chưa có bằng_chứng rõ_ràng nên chuyện cũng chẳng tới đâu .  ,0,0,Chiến dịch Biden tung video mỉa mai thuế thu nhập của Trump,TheGioi
91,7942,Cụ khoẻ quá . Mất nửa hàm mà thọ tới 96 tuổi,0,0,Lính bắn tỉa khét tiếng nhất trong chiến tranh Phần Lan - Liên Xô,TheGioi
92,9238,Không nên làm phố đi bộ ở đường Hàm_Nghi và Lê_Lợi . Các đường còn lại hợp_lý ! Cám_ơn !,1,0,5 phố đi bộ ở Sài Gòn dự kiến tổ chức thế nào,ThoiSu
93,1056,"Hùng nên hùng_hùng_hổ_hổ , nhưng là đối_với một đứa bé mầm_non , để giờ không dám ra đối_diện .",0,0,Ba cô giáo bị dừng công tác vì không bảo vệ trẻ,GiaoDuc
94,3154,Rất thích những bài viết chuyên_sâu với góc nhìn đa_chiều trên nhiều lĩnh_vực thế_này . Cảm_ơn tác_giả Phan_Duy_!,0,0,A380 - Siêu máy bay thất sủng của Airbus,KinhDoanh
95,3787,Theo tôi bạn cứ gửi tiết_kiệm đi .,0,0,Có nên rút 3 tỷ đang gửi ngân hàng để mua đất lúc này?,KinhDoanh
96,9189,"Quốc_lộ nâng_cấp toàn tuyến lên 80 km/h nghe hợp_lí , còn cao_tốc mà có 80 km/h không phù_hợp gì cả",1,0,"4 bộ, ngành giám sát đầu tư cao tốc Bắc Nam",ThoiSu
97,7825,Thất bại rồi,0,1,Hiềm khích giữa Trump và người cầm trịch tranh luận,TheGioi
98,7539,Một đất_nước còn nhiều hủ_tục lạc_hậu kinh khủng.Phụ nữ nên phải học lớp tự_vệ bắt_buộc để tránh điều đáng tiếc xảy ra.Thật đáng thương cho những người phụ_nữ .,1,0,Cô gái Ấn Độ chết sau khi bị cưỡng hiếp tập thể,TheGioi
99,7231,"giải_hoà bình chỉ nên dành cho người có công_lao với nhân_loại thế_giới , chứ hoà_bình vì bạo_động sắc_tộc của nội_bộ nước Mỹ thì hình_như không thoả_đáng , đó là trách_nhiệm của các nhà_lãnh_đạo họ phải làm cho đất_nước họ",1,0,Biden được đề cử giải Nobel Hòa bình,TheGioi
100,764,"Nói thật lòng tôi đầu 8x là fan của anh từ những năm 94 nhưng khi nghe anh hát dòng nhạc này cảm_giác nó ko thật_sự phù_hợp vì muốn hát bolero thì hơi phải dài , mới đủ sức luyến_láy , chứ hát bolero mà hát ngắt khoảng ko luyến_láy thì coi như nhạc bolero đã mất đi phần_nào bản_sắc của dòng nhạc",1,1,Đan Trường ra album Bolero,GiaiTri
101,5019,Phải_chăng chế_tài xử_phạt còn quá nhẹ . Haiz nhiều bạn trẻ bây_giờ ngông quá .,0,1,102 người dương tính ma túy trong quán bar,PhapLuat
102,4903,"Quan_trọng là bác dùng cho mục_đích gì . Chạy gia_đình không thôi và muốn có chiếc xe chạy bền_bỉ lâu_dài thì cứ lấy Kona nhé . Seltos được mỗi_cái thiết_kế mới , mà mới_rồi sẽ cũ . Không nên ham",1,0,Chọn Kona 2.0 đặc biệt hay Seltos Luxury?,OtoXemay
103,8093,May_Juventus gánh Tạ nặng chứ không Ajax làm gì có thế_hệ vàng này . : ' ),0,0,Ajax kiếm 321 triệu USD từ 'thế hệ vàng',TheThao
104,6843,Tội_nghiệp con . Nhưng tỉ_lệ sốc phản_vệ là có . Chỉ không may khi vào bé .,1,0,Bé một tuổi tử vong sau tiêm vaccine viêm não,SucKhoe
105,2165,Cứ tưởng_tượng đang bưng tô mì ăn mà bão_cát ập đến với như xong phim luôn,0,0,Bão cát bao trùm thủ đô Thổ Nhĩ Kỳ,KhoaHoc
106,1862,"Thay_vì mỗi hs một điện_thoại , thì chỉ gv có điện_thoại , kết_nối với internet và với projector . Nghĩa_là gv có_thể làm chủ tiết học mà không phải "" giám_sát "" từng hs .",0,0,Đã đến lúc phải cho học sinh dùng điện thoại trên lớp',GiaoDuc
107,7850,"Đúng vậy , tôi cảm_thấy rất buồn cho nước Mỹ !",0,0,Hình tượng Mỹ sụp đổ trong lòng người dân thế giới,TheGioi
108,9123,Sương_Nguyệt_Anh và sương Nguyệt ánh nữa tên nào đúng,0,0,38 tên đường ở TP HCM bị đặt sai,ThoiSu
109,2340,Sinh nghề tử nghiệp . Chia buồn !,0,0,Cá lớn đâm chết cần thủ,KhoaHoc
110,5527,Nhìn cụ thế kia ko đụng cụ cháu cũng tự gục,0,0,Bà lão 67 tuổi tay không hạ gục gã hàng xóm,PhapLuat
111,6743,Cầu_mong thế_giới bình_an !,0,0,Bé 3 tuổi ở Vân Nam mắc bệnh hạch,SucKhoe
112,4003,Ngày Vinfast thống_trị thị_trường ô_tô Việt_Nam sẽ sớm thôi ! 10-15 năm nữa ! Thị_trường ô_tô Việt_Nam quá tiềm_năng do xe ô_tô / đầu người ở Việt_Nam còn rất ít,0,0,10 ôtô bán chạy nhất Hàn Quốc nửa đầu 2020,OtoXemay
113,1123,"Bản_chất là côn_đồ thôi , chỉ chờ cơ_hội là bộc_phát .",0,1,Ba cô giáo bị dừng công tác vì không bảo vệ trẻ,GiaoDuc
114,8709,Bátca năm nay không có missi chắc là sẽ tiến sâu ở .... cup nhà_vua ! ! ! Còn cố mà để miss đá thì tới tứ_kết là cùng ! !,1,0,Barca thắng đậm dù Messi tịt ngòi,TheThao
