,Unnamed: 0,Comment,Constructiveness,Toxicity,Title,Topic
10,6601,"Tội như thế_này làm hại đến sức_khoẻ tính_mạng con_người , phải có chế_tài đủ mạnh để xử_lý . Công_ty làm phải có trách_nhiệm sản_phẩm mình làm ra , cứ làm bừa không kiểm_soát được chất_lượng sản_phẩm rồi tung ra thị_trường bán cho dân là không_thể chấp_nhận được",1,1,Ba người Quảng Nam ngộ độc sau ăn pate Minh Chay,SucKhoe
11,8274,Theo mình thấy đội_hình Ars hiện_tại đá dựa vào tinh_thần là chủ_yếu . Chuyên_môn của từng cầu_thủ ở mức trung_bình thôi trừ Aubu thì đã khẳng_định đc đẳng_cấp . Cứ tiếp_tục như_vậy khi gặp đội bóng có tổ_chức tốt thì khó tấn_công mà hàng thủ cũng dễ mắc lỗi . Ars cần một trung_vệ tầm_cỡ cộng thêm tiền_đạo sắc bắn mới may_ra còn cạnh_tranh top 4 . Mà đó chỉ là mong_ước thôi chứ ông chủ đội bóng không có thói_quen bạo chi để đem về cầu_thủ giỏi mà nếu có chi thì với tầm ảnh_hưởng của đội bóng cũng ít ngôi_sao nào muốn đầu_quân . Mong Ars sẽ đc đá C1 mùa sau để có thêm những hợp_đồng chất_lượng .,1,0,Arteta: 'Liverpool đã đạt đẳng cấp cao nhất',TheThao
12,7335,Giải Nobel hoà_bình nên được trao cho tất_cả các y_bác_sĩ trên toàn thế_giới vì sự cống_hiến quên_mình vì sức_khoẻ của toàn nhân_loại,0,0,Biệt đội áo trắng' Cuba được đề cử Nobel Hòa bình,TheGioi
13,1246,"Dễ_ợt , bạn vẽ một tam_giác_cân có chiều cao 0.3 mm ( đường_cao này nằm giữa 2 cạnh đều ) và cạnh_đáy lớn hơn 3,400,666,667,000 km . khi đó diện_tích hình_tam_giác = 1/2 x 0.0000003 x 3,400,666,667,000 km = 510.100.000 km2 . Bạn cố_định chiều cao 0.3 mm và vẽ chiều dài cạnh_đáy càng lớn thì diện_tích càng lớn . cạnh_đáy lớn thì 2 cạnh bên tiến tới gần như song_song với cạnh_đáy và chiều cao maximum của 2 cạnh bên tiến gần tới 0.3 mm . như_vậy tồng 3 chiều cao maximum = 0.3+0.3+0.3 = 0.9 mm . : ) ) ) )",1,0,Bài toán của thầy giáo Việt trên báo Anh,GiaoDuc
14,3741,"Đơn_vị bị ảnh_hưởng thì đâu có lợi_nhuận đâu mà đóng thuế , nên có giảm hay tăng không bị ảnh_hưởng . Thuế_TNDN chỉ phát_sinh khi DN làm_ăn có lãi .",1,0,Có nên giảm thuế thu nhập doanh nghiệp cho mọi doanh nghiệp?,KinhDoanh
15,1397,Người ở vị_trí cuối_cùng có lợi_thế hơn những người còn lại .,0,0,Bốn thí sinh tranh tài tại chung kết Olympia,GiaoDuc
16,5485,"Nếu nạn_nhân côn_đồ không chết , khả_năng cao là anh ta sẽ còn quay trở_lại , và khi đó thì chắc là đạn sẽ không lép . Trường_hợp này nên được giảm án .   ",0,0,Án mạng từ cơn ghen của người đàn ông,PhapLuat
17,6241,A di đà phật ! Tội_nghiệp quá ! Cha_mẹ các em đâu ? Có tình_cờ xem VnExpress không ?,0,0,26 trẻ mồ côi ở chùa bị ngộ độc,SucKhoe
18,1663,"Thực_tế trẻ 3 4 tuổi đã phải làm_quen với chữ_cái rồi , vào lớp 1 mới học thì khó theo kịp chương_trình .",0,0,Chương trình mới không ép học tiếng Việt nhanh',GiaoDuc
19,3215,"Bánh truyền_thống có thị_phần của bánh truyền_thống , bánh cách_tân phục_vụ giới trẻ và những người có nhu_cầu khác truyền_thống thì mới lấp được thị_trường . Cứ bám vào truyền_thống mãi không chịu cách_tân đổi_mới rồi bảo sao không thu_hút được khách_hàng .",1,0,Bánh trung thu tí hon hút khách,KinhDoanh
20,162,Dế_mèn phiêu_lưu kí - làm tôi bỗng_dưng hoài_niệm về ông .,0,0,Bạn văn ôn kỷ niệm về Tô Hoài,GiaiTri
21,3212,Mình ko hiểu đc đó lại là bánh_trung_thu,0,1,Bánh trung thu tí hon hút khách,KinhDoanh
22,8994,Schalke đúng là ko cùng đẳng_cấp với Barca . Ít_ra Barca còn ghi được 2 bàn ...,0,0,Bayern thắng 8-0 ở Bundesliga,TheThao
23,2529,Xiếc đu không dây đặc_biệt,0,0,Cá trê treo mình giữa hai con rắn,KhoaHoc
24,8631,"Ai nói Barc-0 trca trắng_tay , 1 đội mới lên hạng và nhận Cúp ....",0,0,Barca thắng chật vật đội mới lên La Liga,TheThao
25,7983,"Có_lẽ phải chia_tay bác Trump rồi . Trong cuộc tranh_luận , tôi không thấy bác có phẩm_chất của một vị tổng_thống .",1,0,Lý do Trump liên tục ngắt lời Biden,TheGioi
26,6783,"ui tốt quá , bé đã ổn_định và mình lại học được thêm tí kiến_thức .",0,0,Bé trai xanh tím người vì ngộ độc nghi do củ dền,SucKhoe
27,8530,Đội nhà đang dẫn trước 2-0 và Si rất tự_tin ghi_bàn từ chấm_phạt_đền .,0,0,Messi và Fati giúp Barca đại thắng trận ra quân La Liga,TheThao
28,9729,"cuộc_sống tuy khó_khăn nhưng lớn lên trong hoàn_cảnh khó_khăn vậy đc cái là tự_lập từ bé , mạnh_mẽ",1,0,"Bắt cá, hái rau dại mưu sinh ở Sài Gòn",ThoiSu
29,5473,Không chém chết nó thì lúc mọi người thả nó ra nó sẽ giết mình . Thôi 11 năm tù nhưng vẫn giữ được mạng sống là tốt rồi .   ,0,0,Án mạng từ cơn ghen của người đàn ông,PhapLuat
30,8614,Missiana thông_qua việc kiến tạo bàn thắng cho Griezmann ngay tại phút thứ 2 của trận tranh siêu cup JG một lần nữa lại cho anti thấy là anh ấy và Griezmann hoàn toàn không có chuyện đì độp đàn em như tin đồ n.Chu ́c mừng siêu 10 đã có thêm siêu cup .,1,0,Barca thắng chật vật đội mới lên La Liga,TheThao
31,5886,Mấy người ở bãi giữ xe đúng là tai_bay_vạ_gió mà,0,0,Bị chém chết sau một km tháo chạy,PhapLuat
32,4852,Mua_Wigo nhé - Wigo có kích_thước lớn nhất phân khúc - Công_nghệ Toy / Nhật đi trước Đức / Âu / hàn 30 năm - Wigo đẳng_cấp hơn MerS / Sonata / K 9 3 bậc - Đặc_biệt Wigo có giá_trị cốt lõi.Than,1,0,Chọn Hyundai i10 sedan hay Fadil?,OtoXemay
33,9209,"Nếu ở tầng thấp thì mọi người có_thể cột dây vào đu xuống , còn ở tầng cao và rất cao thì hãy chạy lên phía tầng thượng , tầng cao nhất.Đứng ở ban_công hoặc tầng thượng đợi lực_lượng cứu_hộ . Không nên tìm cách đi xuống vì sẽ bị ngạt khói hoặc rơi từ độ cao nguy_hiểm xuống .",1,0,5 người đu dây thoát khỏi căn nhà bốc cháy,ThoiSu
34,3666,"Bạn mua BHNT là bạn phòng_ngừa rủi_ro , nếu không may có rủi_ro xảy ra thì người_thân hoặc chính bạn cũng có khoản tiền để chi_phí , mua lúc còn trẻ mức phí sẽ thấp hơn , bạn có nhiều gói để lựa_chọn lắm , bệnh hiểm_nghèo , chi_phí nằm viện ... trước khi mua hãy yêu_cầu tư_vấn kỹ bạn sẽ được những quyền_lợi gì , và bạn nên hỏi thêm 1 vài cty BHNT để hiểu rõ hơn trước khi mua .",1,0,Chưa lập gia đình có nên mua bảo hiểm nhân thọ?,KinhDoanh
35,3755,Bạn hỏi ý kiến vợ bạn rồi sau đó làm ngược lại.ắt sẽ thành_công,0,0,Có nên rút 3 tỷ đang gửi ngân hàng để mua đất lúc này?,KinhDoanh
36,6494,"Tuỳ theo cơ_địa từng người thôi , không phải với ai cũng như_thế",0,0,Ăn ngọt tàn phá da ra sao?,SucKhoe
37,5958,Hổ dữ không ăn thịt con . Ông này có còn là con_người không ?,0,1,Bố bạo hành con gái 6 tuổi,PhapLuat
38,5020,Môi_trường xấu,0,0,102 người dương tính ma túy trong quán bar,PhapLuat
39,1002,"Thật_ra VN mình củng có 1 trường trong top 3-4 của TG . Trường Quốc_Tử_Giám của VN mình có từ TK 11 , tại_sao chúng_ta không tiếp_tục mở nó ra ?",1,0,10 đại học lâu đời nhất thế giới,GiaoDuc
40,3905,"Suy_thoái kinh_tế không_thể tách rời khỏi nguyên_nhân là ncovid , vậy_mà không thấy Mỹ bắt_tay giải_quyết vấn_đề cốt_lõi của nó , khiến cho bất_kỳ sự hồi_phục nào cũng không_thể bền_vững được .",1,0,Đà phục hồi kinh tế Mỹ ngày càng mong manh,KinhDoanh
41,6117,Cầu_mong mọi người bình_an ! Việt_Nam cố lên ! Đất_nước chiến_thắng !,0,0,17 người từ Nga về nhiễm nCoV,SucKhoe
42,8889,2-1 = 8-4 . 4 = 2 × 2 . Sevilla mạnh gấp đôi Barca .,1,0,Bayern đoạt Siêu Cup châu Âu,TheThao
43,9832,Câu được cá to ngon mà chẳng được ăn tội thiệt,0,0,Bắt được cá trắm đen nặng 35 kg,ThoiSu
44,9971,Nên cải_tạo lại khu vườn và trồng nhiều hoa kiểng nhằm phát_triển du_lịch và khách tham_quan .,0,0,Căn hầm bí mật trong nhà của Biệt động Sài Gòn,ThoiSu
45,740,So với các ca_sỹ nổi_tiếng của Việt_Nam ngày_nay thì chưa ai ghi dấu_ấn đậm_nét đối_với fan như Đan_Trường .,0,0,Đan Trường kể chuyện fan cuồng,GiaiTri
46,8850,"Tội_nghiệp Bale gánh cồng 7 Ké mà chả Fan nào nhớ . May thay được Ngài chủ_tịch có tầm nhìn nên giữ lại . Đá_Kẻ ăn hôi ra đường , hehe",1,0,Bảy năm của Gareth Bale ở Real,TheThao
47,8294,"Ballad tiết_lộ : "" Bí_quyết giúp tôi giữ được bình_tĩnh khi chơi bóng_đá là chơi Golf "" .",1,0,Bale: 'Tôi không hối hận về những gì xảy ra ở Real',TheThao
48,4802,Cảm_ơn bạn rất nhiều,0,0,Cách tự thoát ra ngoài khi bị nhốt trong cốp ôtô,OtoXemay
49,7632,Dịch_bệnh như này mà tôi vẫn thấy người nước_ngoài ở Việt_Nam ko đeo khẩu_trang khi ra đường . Chắc do_vậy nên tỷ_lệ nhiễm ở các nước châu_âu mới cao vậy,1,0,Bản đồ Covid-19 trên thế giới,TheGioi
50,6744,"Xin được tri_ân và gởi lời cám_ơn đến tất_cả mọi người đã cứu con kịp_thời . Mừng cho con đã hoàn_toàn bình_phục và khoẻ_mạnh . Phước của con rất lớn , cầu_chúc con luôn được bình_an và hạnh_phúc",1,0,Bé bị bỏ rơi ở khe tường xuất viện,SucKhoe
51,372,Đúng đẳng_cấp là mãi_mãi . thật ngưỡng_mộ .,0,0,Brad Pitt làm mẫu thời trang,GiaiTri
52,1943,"Tôi nghĩ rằng , ở tuổi các cháu "" mỗi ngày đến trường là một ngày vui "" , còn cách ông Thái Văn Tài nói ở đây là mục đích giúp các em đọc thông viết thạo sớm , thưa với ông rằng là đến thời điểm hiện tại , tỉ lệ mù chữ nước ta là rất ít , và cũng ít có cháu nào mà hết lớp 1 còn mù con chữ lắm . Chúng tôi cần là các cháu đi học vui vẻ , ngày càng có tư_duy logic , thể chất và tri thức hài hòa . Còn ở đây là ngược lại , áp lực , mệt mỏi , lo lắng , ... không những các cháu mà cả phụ huynh các cháu , các ông nên lên các diễn đàn mà nghe phụ huynh và giáo viên bày tỏ quan điể m.Ca ́i với chả cách .",1,1,Đánh giá chương trình lớp 1 nặng là chưa xác đáng',GiaoDuc
53,6511,"Không nhất thiết phải đưa chuyên_gia qua lúc này , khả_năng không kiểm soát được là rất cao .",0,0,Ba chuyên gia nước ngoài nhập cảnh nhiễm nCoV,SucKhoe
54,3159,"Chưa chắc to_lớn hơn là tốt hơn , quan_trọng là nó phải phù_hợp và hiệu_quả",0,0,A380 - Siêu máy bay thất sủng của Airbus,KinhDoanh
55,5729,cần sử lý các hành_vi như thế_này nhanh hơn phải trừng_trị thật nặng những người như này,0,0,Bé trai 4 năm sống trong đòn roi của bố,PhapLuat
56,759,"Nói thật anh đừng hát dòng này , nghe ko hợp , mà nó tức_cười lắm .",0,1,Đan Trường ra album Bolero,GiaiTri
57,4935,Kona có xịn đến cỡ nào nhưng phần đầu rối_rắm như_thế thân_hình thì lừa thừa lù thù không_thể_nào nuốt trôi đươc thiết_kế của Kona cũng như huyndai dạo gần đây .,1,0,Chọn Kona 2.0 đặc biệt hay Seltos Luxury?,OtoXemay
58,8815,Đáng lẻ sự thay_đổi này từ lâu mới đúng.Bầu Đức đủ khả_năng tìm 1 HLV giỏi cho đội bóng . Hy_vọng mùa sau HAGL sẽ có ban huấn_luyện mới,1,0,Bầu Đức thay HLV trưởng,TheThao
59,6416,pate trong siêu thị lâu_lâu cũng bị chua ăn đi ngoài chắc là có vi khuẩn mặc dù rất thích món này nhưng giờ chắc tự làm thôi,0,0,7 người ngộ độc pate Minh Chay phải thở máy,SucKhoe
60,3174,Cám_ơn Asanzo và chủ_tịch Tam .,0,0,Asanzo tặng 300 triệu cho quỹ phòng chống Covid-19,KinhDoanh
61,1256,"Gọi 3 cạnh là a , b , c , các chiều cao tương_ứng là ha , hb , hc . Ta có a.ha = b.hb = c.hc = 2xS tam_giác = > hb = ha ( a / b ) ; hc=ha ( a / c ) = > ha + hb + hc = ha + ha ( a / b ) + ha ( a / c ) = ha ( 1 + a / b + a / c ) . Xét trường_hợp tam_giác_cân ( b=c ) , ta thấy a < 2 b ; a < 2c = > a / b < 2 , a / c < 2 = > 1 + a / b + a / c < 5Do vậy ha + hb + hc < 5 ha.Để ha + hb + hc < 1mm thì ha < 0.2 mm , còn cạnh_đáy các bạn chọn tuỳ_ý để đạt được diện_tích cần_thiết nhé .",1,0,Bài toán của thầy giáo Việt trên báo Anh,GiaoDuc
62,8141,"Thôi ông ạ . Sancho chỉ mới 19 tuổi thôi và tôi hỏi ông 1 cầu_thủ trẻ cần gì ? Cần được ra sân và thi_đấu để phát_triển , BVB hay MU thì cậu ta vẫn có được điêu đó vì cánh phải MU chả có ai ra_hồn . Ông đòi Sancho tới CLB hàng_đầu ngoại_hạng như Liverpool và Man city ? Cậu ta đủ tuổi đá chính hay lau ghế dự_bị ? Hay ông nghĩ cậu ta giỏi hơn Mane ? Salah ? Sterling ? Silva ? Đúng là MU giờ chả còn là CLB đứng top . Nhưng vụ Sancho đơn_thuần chỉ là quá đắt , thế thôi",0,1,"Andy Cole: 'Nếu thích Man Utd, Sancho đã đến từ lâu'",TheThao
63,5017,Quán karaoke này không dẹp thì còn tội_phạm dài_dài,0,0,102 người dương tính ma túy trong quán bar,PhapLuat
64,3885,"Tại sao các nước không học tập cách chống dịch lẫn nhau nhỉ , Việt Nam và Trung Quốc là một ví dụ .",1,1,Covid-19 phủ bóng 'Giấc mơ Ấn Độ',KinhDoanh
65,6474,Cầu_mong Anh sớm bình_phục để có một cuộc_sống BÌNH_THƯỜNG .,0,0,9 giờ sửa gương mặt 'như hóa thạch nghìn năm',SucKhoe
66,3040,Nên phạt thật nặng những kẻ buôn_bán vô_lương .,0,1,15.000 đồng một con bào ngư Hàn Quốc?,KinhDoanh
67,3275,Công_nhận nhìn quá giống luôn . Không đọc bài viết này thì đến giờ nhìn bên ngoài lon bia vẫn không phân_biệt được đâu thật đâu nhái .,0,0,Bia Saigon của Sabeco bị làm 'nhái' như thế nào?,KinhDoanh
68,8948,Lại làm cho 8 quả nữa thì tôi cũng đến ngả mũ với ông Bayer ! Đá đấm kiểu trù_dập,1,0,Bayern - Sevilla: Cuộc chiến của những kẻ bất bại,TheThao
69,4982,Hẳn 7 chổ thì Mazda_CX 8 . 5+2 thì Santafe máy dầu premium là ok . LUX SA nhìn to_lớn nhưng nội_thất rất chật . Khả_năng vận_hành ko bằng Santafe và rất tốn xăng . Bạn nên bình_tĩnh thử_nghiệm từng loại xe và quyết_định xe nào phù_hợp với mình .,1,0,Chọn Lux SA Plus 2019 hay Santa Fe Premium 2020?,OtoXemay
70,4831,Mong VN cũng sớm làm mạnh_tay vấn_đề độ đèn và độ bô xe này . Nhiều thanh_niên qua khu dân_cư vào buổi tối còn cố_tình rồ ga lên .,1,0,Cảnh sát xem internet để phạt xe máy độ ống xả,OtoXemay
71,4532,Có_thể để_ý thấy xe_bồn chủ_động cán vào xe_máy . Suýt chút nữa là 3 mạng người chết oan_uổng .,1,0,Ba người thoát chết dưới bánh xe bồn,OtoXemay
72,7734,Bill nào bạn ?,0,0,Đòn 'ăn miếng trả miếng' Trump - Biden trên sàn đấu tranh luận,TheGioi
73,5516,"Xin_lỗi bà tuy rất nể ý_chí của bà , nhưng nhìn hình này mà_còn trong phòng tối nữa thì ông nào cũng sợ phải thua mà thôi .",0,1,Bà lão 67 tuổi tay không hạ gục gã hàng xóm,PhapLuat
74,9747,"Chiều về kho cùng tương bần , bên nồi cơm_gạo mới , nói_chuyện Covid thì nó tuyệt làm_sao .",0,0,Bắt cá khi ruộng đồng cạn nước,ThoiSu
75,3024,Không thấy gia_đình Việt_Nam nhỉ,0,0,10 gia đình giàu nhất châu Á,KinhDoanh
76,1699,Tôi xem bài_tập về nhà lớp 1 và tin nhắn hướng_dẫn của cô mà chóng hết cả mặt đây này .,0,1,Chương trình mới không ép học tiếng Việt nhanh',GiaoDuc
77,753,Kí_ức của thế_hệ 8x có giọng ca của Đan_Trường,0,0,Đan Trường kể chuyện fan cuồng,GiaiTri
78,1696,"Việc cải_cách chương_trình đi ngược với thế_giới tiến_bộ . Trẻ học tiểu_học đáng nhẻ nên vận_động thể_thao , đi học phải vui_vẻ lại quá vất_vả . Cặp sách thì nặng , lưng thì còng , mắt thì cận thi , thiếu vận_động , vui_chơi .",1,0,Chương trình mới không ép học tiếng Việt nhanh',GiaoDuc
79,9010,Không biết nào mới xây cầu cần_giờ ! !,0,0,2.200 tỷ đồng xây cầu nối TP HCM với Đồng Nai,ThoiSu
80,2807,"Tôi cũng từng mất 1 bé mèo cách đây 4 năm , nhưng có_lẽ xương của nó bây_giờ đã bị tiêu_hoá qua nhiều tầng rồi . Tôi ước gì nơi mình sống cũng được văn_minh như người ta , thú cưng đi lạc dù_cho không tìm được thì nó vẫn sống chứ không chết .",0,0,Chủ cũ tìm thấy mèo cưng mất tích 12 năm ,KhoaHoc
81,1504,"Chúc_mừng các em , niềm tự_hào của dân_tộc",0,0,Chàng trai vàng Ngô Quý Đăng biết làm Toán từ 4 tuổi,GiaoDuc
82,8980,Vậy là tỷ_số 82 của barca đã bị phá vỡ,0,0,Bayern thắng 8-0 ở Bundesliga,TheThao
83,3524,Cái này nhà_chức_trách phải ra_tay chứ không người_dân lại bị lừa .,0,0,Cảnh báo rao bán dự án ‘ma’ trên đất vàng quận 10,KinhDoanh
84,7171,Vừa gặp ông Trumb hôm trước xong nay xét ng làm_sao đã thấy . Nếu có thì vài hôm nữa mới phát bệnh .,1,0,Biden âm tính với nCoV,TheGioi
85,37,"Đây là một trong những tụ_điểm nghệ_thuật nghiêm_túc nhất tôi từng xem . Nhưng các bạn trẻ không mặn_mà với kịch_nói như_thế_nào ( cá_nhân ) . Mỗi mỗi lần xem vở diễn , khán_giả còn lưu lại không muốn về và phải mất vài ngày mới quên được các nhân_vật trong vở đó .",1,0,Ái Như diễn lăn xả sau chấn thương cột sống,GiaiTri
86,4208,"Có_vẻ Thaco rất chú_trọng vấn_đề chống ồn , cả khoang máy , cả gầm xe đều được phủ , khung gầm chắc , vỏ xe dày_dặn cũng giảm bớt được ồn đáng_kể lắm . Về khoản này thì em khuyên thớt nên cân_nhắc em soluto",1,0,400 triệu chọn Attrage hay Soluto?,OtoXemay
87,4798,"tôi đã dạy con tôi nếu bị nhốt hoặc kẹt trong xe thì cần bấm đèn khẩn_cấp bấm còi gây chú_ý , cách lên_xuống kính , hé kính để lấy không_khí mà vẫn an_toàn , cách mở lock cửa để mở_cửa và đây là video tốt để tôi có_thể hướng_dẫn bé có thêm kỹ_năng mới khi bị mắc_kẹt cảm_ơn tác_giả",1,0,Cách tự thoát ra ngoài khi bị nhốt trong cốp ôtô,OtoXemay
88,3987,"Quan_điểm của Trump rất rõ_ràng . Thà có công_ăn_việc_làm , có thu_nhập rồi mua hàng giá cao còn hơn thất_nghiệp rồi chầu_chực canh hàng giảm_giá đến từ TQ .",1,0,Doanh nghiệp Mỹ chưa mặn mà với việc rời Trung Quốc,KinhDoanh
89,48,"dù rời xa quê_hương từ năm 7 tuổi nhưng khi thành_công vẫn quay về cố_hương phát_triển kinh_tế nước_nhà . trông_chờ vào một "" Wakanda "" thịnh_vượng",1,0,Akon dựng 'Wakanda' phiên bản đời thực,GiaiTri
90,5657,Tội_nghiệp cô gái .,0,0,Băng cướp 'xả mã tấu' uy hiếp nạn nhân,PhapLuat
91,8651,""" Tuổi 17 bẻ gãy sừng trâu "" quả_nhiên rất đúng . Tuổi 17 gánh tạ siêu thật . Giá_như có một trái pen có phải có tên trên bảng điện_tử không . Tiếc thật ... nghĩ mà tiếc .",1,0,Barca thắng đậm dù Messi tịt ngòi,TheThao
92,4918,"Quan_điểm cá_nhân thì Kona vẫn hơn . Mặc_dù Seltos mới ra có_vẻ đẹp , nội_thất ổn_áp , nhưng xét về trải_nghiệm động_cơ Kona mang lại hiệu_năng tốt hơn . Chưa kể ông Công làm_ăn uy_tín chứ như bên Trường Hải thì xin phép bỏ_của_chạy . Dăm_ba hôm lại có vđ cọc xe ....",1,0,Chọn Kona 2.0 đặc biệt hay Seltos Luxury?,OtoXemay
93,2665,Không thấy đề_cập giá_cả . Vậy sao các anh_em mua đây ?,0,0,Cây nấm khổng lồ đường kính nửa mét,KhoaHoc
94,4272,"Nói thật thì với tầm tiền của bác , cộng với việc bác ko ngại sửa_chữa thì tôi khuyên chọn i 10 . Không phải là xe hay hỏng hay kém bền , mà đơn giàn là chắc_chắn dễ sửa_chữa và sửa dễ . Phụ_tùng cũng rẻ . Tiền ít thì chọn xe tốt và chi_phí vận_hành ổn , đừng cố mua cao . Fadil chăp vá , hỏng nọ hỏng kia chưa chắc đâu nên chủ tus cân_nhắc",1,0,400 triệu nên mua Hyundai i10 hay VinFast Fadil?,OtoXemay
95,6187,"Tự_hào , nhưng không tự_mãn phòng_dịch , Việt_Nam cố lên , tôi yêu Việt_Nam .",0,0,21 ngày không lây nhiễm nCoV cộng đồng,SucKhoe
96,6522,"Nhìn_chung tình_hình là ổn , hai điểm dịch lớn là Đà_Nẵng và Hải_Dương đã được kiểm_soát , số ca khỏi bệnh hàng ngày nhiều . Mong mọi người hãy chung tay tiếp_tục thực_hiện tốt các biện_pháp phòng_chống dịch_bệnh , dịch kéo_dài là kéo_theo mọi thành_quả của đất_nước !",0,0,Ba ngày không lây nhiễm nCoV cộng đồng,SucKhoe
97,7553,Phản_đối bạo_lực nhưng đánh_giá thấp những cô gái chân dài nhưng thấp_kém về nhân_cách .,1,0,Cô gái bị tấn công vì mặc váy ngắn,TheGioi
98,7498,Ông sẽ trở_lại và lợi_hại hơn trước rất nhiều.Nếu ông tái đắc_cử tôi sẽ khao bạn_bè một chầu ra_trò .,0,0,Chuyện gì xảy ra khi Trump nhiễm nCoV?,TheGioi
99,5770,"... "" Bố vơ được gì sẽ đánh em bằng cái đó nhưng thường là điếu_cày , dây_lưng , cán ô . Có lần , bố bắt em cởi quần_áo đứng phơi nắng , nằm trên nắp cống nước_thải ngoài_trời tối , dùng dao cắt ngón tay , bắt ăn lá_lốt sống ...",1,0,Bé trai 4 năm sống trong đòn roi của bố,PhapLuat
100,4001,Cũng dễ hiểu thôi vì họ sx ra và chất_lượng cũng như tinh_thần yêu nước của họ . Xe nước_ngoài nhập vào bị hạn_chế hơn để họ bảo_hộ hàng trong nước : ) ) giống như tôi vừa mua 1 con Huyndai_Palisade full đăng_ký xong mới có 48tr won = 960tr VNĐ . Trong khi đó xe này về VN chắc_chắn không dưới 2 tỷ .,1,0,10 ôtô bán chạy nhất Hàn Quốc nửa đầu 2020,OtoXemay
101,7856,Qúa tuyệt_vời ! ! !,0,0,Hồ tranh chấp giữa Serbia và Kosovo có thể mang tên Trump,TheGioi
102,175,Hồng_Diễm đẹp quá !,0,0,"Bảo Thanh, Phương Oanh khoe sắc trên thảm đỏ",GiaiTri
103,525,"Đó là nét đẹp nội_tâm như cô Trà_Giang , cô Kim_Tiến , cô Thu_Hiền , cứ trẻ mãi không già .",0,0,Các mỹ nhân Việt ở tuổi 50,GiaiTri
